Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-19,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26,2022-08-02,2022-08-09,2022-08-16,2022-08-23,2022-08-30,2022-09-06,2022-09-13,2022-09-20,2022-09-27
Atacama,3.0,Diego de Almagro,3202.0,14358.0,2.333333333,2.347826087,2.608695652,3.066666667,1.25,9,1.75,1.4,-,7,5,7.666666667,2.625,11,2.857142857,2.133333333,2.379310345,1.6875,2.6,2,3.555555556,2.882352941,3.235294118,3.652173913,2.605263158,1.75862069,2.121212121,3.363636364,1.176470588,1.285714286,1.857142857,2.421052632,1.606060606,2.861111111,1.682352941,3,2.666666667,3,2.333333333,2.32,1.677419355,1.923076923,1.9375,1.636363636,3,5,13,1,9,-,5,-,5.125,3.7,2,5.444444444444445,5.0588235294117645,10,6.866666666666666,5.538461538461538,6.818181818181818,8.75,7,-,4,8.333333333333334,5.3,2.230769230769231,1.3176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atacama,3.0,Vallenar,3301.0,57009.0,2.092105263,3.117647059,1.592592593,2.36,5.375,4.090909091,4.764705882,4.885714286,4.555555556,2.9375,4.090909091,3.583333333,3.117647059,12,5.193548387,4.114285714,3.434782609,4.042253521,3.048387097,3.859375,4.268656716,2.8,2.607142857,2.776470588,3.366071429,3.144444444,3.078125,2.970238095,2.769662921,2.774566474,2.658385093,2.11627907,3.252336449,3.55,3.386243386,3.510067114,2.737804878,3.114503817,3.443181818,3.544444444,4.532258065,3.604166667,2.882352941,4.6,3.705882353,6.266666667,6.375,3.6,10,-,-,10.333333333333334,3.857142857142857,5.571428571428571,5.3076923076923075,7,3.6,5.8,5,5.127272727272727,5.076923076923077,5.623655913978495,9.1,11.7,3.3,2.8461538461538463,13.25,3.121212121212121,1.5365853658536586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atacama,3.0,Alto del Carmen,3302.0,5729.0,-,-,-,-,-,-,-,2,3,-,5,-,-,-,4,5.333333333,10.25,5,15.5,4.2,4,7.5,2,11,3.5,4,2.583333333,3.823529412,3.083333333,1.714285714,2.5,2.833333333,1.25,3.272727273,3.1,6.6,1.642857143,5.333333333,7.8,3.222222222,4.444444444,3.4,3,-,2,-,-,-,-,-,-,3.1666666666666665,-,-,7,-,-,-,-,7.666666666666667,4.230769230769231,3.8,5.7,-,-,-,1.7272727272727273,1.1176470588235294,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atacama,3.0,Freirina,3303.0,7681.0,3.833333333,2.444444444,5.5,1.5,4,-,-,2,6.333333333,-,7,2.6,4.5,4.5,4.5,5,6.333333333,4.052631579,3.931034483,6.882352941,7,2.894736842,1.647058824,3.8,5,3.888888889,7,3.466666667,2.142857143,6.571428571,2.321428571,3.75,6.681818182,2.947368421,3,5.714285714,3.464285714,5.866666667,4,7.8,5.642857143,5.25,2.5,3.666666667,2,-,6.5,4,-,-,-,-,11,10,-,-,10,7,18,16.25,5.4,8.11111111111111,3.9,5.8,22,-,0,3,1.1538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atacama,3.0,Huasco,3304.0,11264.0,2.166666667,1.8,1.75,2.4,1.058823529,3.4,0.666666667,2.428571429,2.526315789,2.75,10,-,-,-,9,2.25,4,1.942857143,2.652173913,2.315789474,3.769230769,1.833333333,1.625,2.117647059,3.3125,2.666666667,5.428571429,2.6875,5.333333333,2.333333333,1.266666667,2.363636364,4,1.842105263,2.28,2.875,2.6,1.884615385,1.391304348,1.782608696,4,2.25,4.5,1,8.166666667,23,-,3.5,5,-,-,1.5,-,-,23,-,1.8,6,3.3636363636363638,3.1818181818181817,4.291666666666667,5.473684210526316,6.2,2.6,2,4,5.2,4.153846153846154,2.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,La Serena,4101.0,249656.0,2.756410256,3.803278689,3.260869565,3.408163265,3.958333333,3.5,3.586206897,3.72972973,4.038461538,5.377777778,5.016666667,4.283783784,3.923076923,5.632075472,4.606741573,4.674107143,5.024822695,4.73964497,4.409756098,4.477272727,3.976315789,4.137055838,4.197238659,4.036217304,3.870337478,3.460038986,4.078199052,4.043367347,5.561743341,5.041575492,4.239035088,4.284987277,4.431818182,3.923423423,4.248484848,3.613553114,3.866791745,4.251923077,4.78961039,4.831746032,5.387096774,4.684563758,4.722222222,4.659090909,6.363636364,4.518987342,4.929824561,5.065217391,6.348837209,6,6.346153846153846,6.444444444444445,5.298076923076923,7.546875,7.241935483870968,6.782608695652174,6.1438356164383565,5.530864197530864,5.747368421052632,6.329192546583851,6.107843137254902,6.436708860759493,7.4,7.1,5.7,5.961038961038961,4.915151515151515,3.140728476821192,1.4476117103235748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Coquimbo,4102.0,256735.0,3.376470588,2.672413793,2.573770492,2.593220339,3.604166667,3.64516129,3.416666667,4.833333333,4.576923077,4.673076923,5.953488372,5.243589744,7.155172414,6.021052632,6.867132867,4.580645161,5.071428571,4.846975089,5.147260274,4.746987952,4.948529412,4.861764706,4.253071253,4.558282209,4.418421053,4.315340909,4.665562914,4.153333333,5.169014085,4.214788732,4.677852349,4.878612717,4.795673077,4.70212766,5.063985375,4.614604462,4.47257384,4.413793103,5.126153846,5.034632035,4.96069869,5.450980392,4.50877193,4.892156863,6.06557377,4.6,6.921052632,7.818181818,5.833333333,5.518518518518518,9.526315789473685,6.054347826086956,7.563380281690141,7.944444444444445,7.424657534246576,4.656934306569343,6.76,7.162162162162162,6.552884615384615,5.842105263157895,6.444444444444445,5.6521739130434785,6.9,8.4,7.5,6.1923076923076925,6.425925925925926,3.005940594059406,1.3608888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Andacollo,4103.0,11791.0,8.333333333,3.333333333,-,16,5.5,1.5,1,-,5,-,-,-,-,-,8,10,2,2.7,6.857142857,4.875,4.6,4.117647059,7.875,3.625,4.4,4.714285714,8.176470588,9.538461538,6,1.333333333,-,4.25,4.5,4.333333333,2.666666667,4.2,16.66666667,2.75,6,4.666666667,7,-,3,-,5,5.181818182,3.75,10.33333333,4.75,3,-,6,-,-,1,10.5,-,-,-,6.909090909090909,6,20.5,11.2,2.4,10,12,-,3.2,1.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,La Higuera,4104.0,4450.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5,4.142857143,-,21,12.5,5,4.4,3,4,4.909090909,6.571428571,7,2.666666667,2.5,2,5.692307692,6,4.25,6,3.75,3.5,4.4,2.571428571,1.833333333,3.5,4,8,2.166666667,-,5,-,-,-,-,-,-,1,-,-,-,-,3.5,5.5,22,10,4.571428571428571,5.25,21,-,4,-,4.8,13,5,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Paiguano,4105.0,4675.0,6,-,1.5,-,-,-,-,-,-,-,-,-,-,6,-,5.666666667,6.666666667,3,7.333333333,2.2,6.25,5.5,4.7,2.846153846,3,4.444444444,3.818181818,2.583333333,3.545454545,2.4,7.333333333,1.8,3,0.5,11.66666667,1.9,2.828571429,3.540540541,4.75,8,6.666666667,2.5,4,2,1.666666667,-,-,1,-,-,-,17,-,16,2,3.5,14,19.333333333333332,3,6,7.25,5.5,4.5,1.3,-,-,5.318181818181818,3.0434782608695654,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Vicuna,4106.0,29741.0,2.4,9.333333333,7.25,6.5,-,4,11,6.5,9.5,4,7,4.090909091,8,7.2,3.666666667,4.818181818,6.5,4.461538462,4.384615385,6.333333333,4.5625,5.6,4.415384615,4.37037037,3.333333333,3.296296296,4.477272727,2.758064516,4.052631579,3.24137931,4.125,3.027027027,3.029411765,3.875,4.636363636,3.285714286,4.318584071,4.224,3.586666667,3.707692308,3.787234043,3.536585366,3.733333333,2.416666667,11,5,10,3.25,4.5,9.222222222222221,-,8.6,24.333333333333332,7.5,2,6.428571428571429,6.25,4.739130434782608,12.428571428571429,5.583333333333333,5.758620689655173,4.444444444444445,6.7,-,0,9.666666666666666,4.75,1.9615384615384615,0.8015873015873016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Illapel,4201.0,32801.0,7.235294118,3.75,2.285714286,4.333333333,10.5,3.666666667,-,12,12,17,-,-,-,9,4.333333333,6.647058824,5.1,6.041666667,6.448275862,6.225,5.425925926,5.25,4.260869565,5.780487805,4.632352941,4.632911392,3.657534247,3.602941176,3.231707317,4.285714286,4.735849057,5.175,4.694444444,7.259259259,5.142857143,4.102941176,3.857142857,5.03960396,4.303370787,4.839285714,6.459459459,6,3.083333333,8.444444444,10.88888889,3.2,14,-,1.8,10,1.3333333333333333,8,6,2,6.25,7.9655172413793105,8.634146341463415,12.181818181818182,6.258064516129032,7.1,7.875,6,3.6,5.1,6.5,8.363636363636363,6.75,3.5294117647058822,0.8307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Canela,4202.0,9546.0,1,9,9.5,3.333333333,1,-,-,-,-,-,-,-,7,16,2.888888889,4.666666667,5.705882353,10.33333333,7.888888889,4.857142857,5.333333333,2.055555556,6.428571429,17.5,3.538461538,7.714285714,4.75,6.090909091,6.210526316,5,3.315789474,4.733333333,3.5,8.923076923,3.851851852,8,4.5,4.571428571,4.714285714,1.083333333,4,5.615384615,3.857142857,4,11,5,2.5,-,-,0,1,-,-,-,-,-,7.111111111111111,10.5,8.3,10.666666666666666,15.666666666666666,8.5,2.3,4.5,-,6,9.666666666666666,5.285714285714286,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Los Vilos,4203.0,23374.0,2.5,2.75,4,6,4.2,8,2.666666667,1,7.5,1,3.142857143,2.333333333,4.75,4,4.28125,5.740740741,6.038461538,4.068965517,4.558823529,2.212121212,6.083333333,3.972222222,4.172413793,4.34375,3.318181818,4.473684211,2.8,3.0625,4.275,5.526315789,3.405405405,4.065217391,4.4,3.231884058,3.303571429,2.298507463,3.32,4,5,9.785714286,6.666666667,4.25,4.4,3.5,3.25,3,3,3,6,3.3333333333333335,-,2,-,4.75,4.333333333333333,3.933333333333333,5.238095238095238,5.722222222222222,5.578947368421052,5.944444444444445,4.823529411764706,8.5,5.2,4.2,2.8,3.6666666666666665,13,6.125,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Salamanca,4204.0,29110.0,4.333333333,1.666666667,4.2,7.25,4,2.5,5,-,6.666666667,2.666666667,3,6.666666667,12,8,6.785714286,6.388888889,4.523809524,6.105263158,8.5,5.53125,6.692307692,4.710526316,4,4.945945946,5.125,6.5,5.6,5.483870968,4.214285714,3.873015873,5.731707317,5.483870968,5.257142857,5.892857143,4,5.447368421,5.392857143,5.617021277,6.5,6.88,7.909090909,5,3.909090909,7.222222222,6.272727273,6.75,8.75,4.2,2,-,-,6,6,7,-,10.11111111111111,7.228571428571429,4.822222222222222,5.2727272727272725,3.7222222222222223,4.25,1.6153846153846154,3.1,4.3,2.3,8.666666666666666,3.9473684210526314,2.610169491525424,0.7266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Ovalle,4301.0,121269.0,2.745454545,2.785714286,2.607142857,4.555555556,7,5.615384615,6,4.098039216,4.215384615,4.236842105,3.869565217,4.382352941,5.106382979,4.259615385,4.383458647,5.060150376,5.112068966,4.525423729,3.547945205,4.368421053,5.888888889,5.517857143,4.711111111,3.585365854,4.443298969,3.47037037,4.170305677,3.449799197,4.531073446,3.867724868,4.326530612,4.664473684,4,4.416666667,4.326164875,4.435393258,4.216463415,4.354651163,4.085820896,4.909836066,4.046728972,4.259259259,5.058823529,6.076923077,10.57575758,13.47058824,3.8125,7.111111111,6.454545455,5.428571428571429,8.8125,6,10,8.73913043478261,7.714285714285714,6.32258064516129,6.225806451612903,7.333333333333333,8.64,10.55,7.264705882352941,8.090909090909092,8.2,9.1,9.2,7.3,6.5675675675675675,4.009433962264151,0.9884393063583815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Combarbala,4302.0,13884.0,-,3,4.666666667,6,5,-,6,4.4,4.133333333,39,8.25,9.75,3.333333333,9,10.66666667,5.363636364,14.33333333,4.111111111,5.5,5.5,3.5,5.846153846,7.2,5.823529412,3.529411765,7.4,2.8,3.789473684,7.25,3.7,5.090909091,6,4.388888889,7,6.769230769,5.727272727,5.153846154,4.888888889,4.409090909,5.066666667,5.230769231,5.230769231,4.470588235,3.555555556,1,-,-,-,-,5.1,5.75,7.466666666666667,16,22.5,4.5,1.75,5,4.615384615384615,10.75,5.5,4.75,2.6666666666666665,4,-,0,8,7.5,1.6666666666666667,1.434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Monte Patria,4303.0,32527.0,3.733333333,2.25,7.666666667,3.625,6.333333333,9.5,3.181818182,10.5,4.357142857,3.533333333,3.782608696,6.48,5.705882353,4.09375,3.575757576,7.5,6.777777778,3.139534884,8.409090909,4.933333333,5.333333333,3.56097561,4.02,4.461538462,5.661290323,4.666666667,3.882352941,3.180327869,2.857142857,4.205882353,5.114285714,5.155555556,4.708333333,4.901639344,5.214285714,4.402173913,4.942028986,5.142857143,4.471428571,4.672727273,5.947368421,4.869565217,5.05,2.95,6.714285714,4.166666667,3.166666667,3.6,9.5,10,-,5.125,9,7.333333333333333,18.5,4,9,10.5,13.8,2.3333333333333335,6,3.375,17.5,4,8,6.714285714285714,10.857142857142858,4.52,1.5263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Punitaqui,4304.0,12165.0,4,5,2.8,2.4,1.666666667,4.75,5.142857143,4,3.8,4.857142857,6.769230769,6.75,4.125,6,7.625,4.3,9.285714286,5.095238095,9,4.25,4.25,5.2,4.833333333,3,6.153846154,3.916666667,5.363636364,5.4,3.148148148,2.684210526,3.157894737,4.2,3.347826087,2.310344828,2.5,3.636363636,4,3.102040816,5.090909091,5.083333333,7.166666667,3.466666667,5.142857143,3.714285714,21,-,1.333333333,5,1.666666667,-,-,4.5,2.4444444444444446,3.2,6,2.923076923076923,9,5,1.6666666666666667,5,17,-,6.5,4.8,3.3,7,8.2,3.5789473684210527,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquimbo,4.0,Rio Hurtado,4305.0,4372.0,-,-,7,-,-,-,-,-,-,10,7,5.666666667,-,1.5,3.571428571,3,6.333333333,59,4.8,4.166666667,-,-,1.333333333,4,8,7,4.857142857,3.2,3.666666667,2.25,2.5,6.3,5.3,7,4.294117647,2.115384615,2.142857143,6.125,7.875,6.142857143,4.4,6.666666667,-,-,-,-,-,-,6,3,5,-,-,1.5,-,-,-,-,10.5,13.666666666666666,1,-,-,-,0,8,12,7.5,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Valparaiso,5101.0,315732.0,2.732718894,4.535947712,2.480916031,2.974522293,3.347826087,3.304054054,3.616352201,2.586206897,2.801886792,3.730263158,3.635802469,3.105263158,3.054945055,3.339130435,2.265758092,2.955252918,3.355785838,2.815738964,3.382926829,3.30749354,3.332552693,3.071290944,3.00624025,2.907572383,2.767099567,2.629395218,2.79984051,2.599366587,3.009310987,3.316129032,3.112864078,2.960969044,3.499148211,3.074349442,2.830128205,2.658008658,2.930769231,3.106796117,3.164485981,3,3.292270531,3.753623188,2.784530387,3.908333333,3.357142857,3.926829268,5.421052632,4.620689655,3.727272727,3.8518518518518516,3.6538461538461537,5.166666666666667,4.7555555555555555,3.2465753424657535,3.7545454545454544,2.9328358208955225,2.789772727272727,-,-,3.3675496688741724,3.210843373493976,4.7306122448979595,5.1,-,0,4.339285714285714,3.230769230769231,1.4292343387470998,0.7335075114304376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Casablanca,5102.0,29170.0,0.96,4.857142857,2.4,0.142857143,4,5,2.9,2.538461538,6.095238095,3.5,3.866666667,3.894736842,4.078947368,2.903225806,3.470588235,2.591549296,3.5,4.029411765,3.538461538,5.5,4.214285714,4.56,3.813953488,2.95,3.672727273,3.107843137,2.852941176,2.4,3.46969697,3.943396226,5.285714286,4,3.84,4.360655738,4.105263158,3.257142857,3.379310345,4.964285714,5.384615385,2.972222222,3.619047619,6,6.444444444,11,6,-,3,5,3,-,-,-,13.5,-,7.857142857142857,5.230769230769231,1.3214285714285714,5.909090909090909,4.565217391304348,4,3.230769230769231,9.6,3.6,6.1,3.5,4.647058823529412,4.4375,2.892857142857143,1.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Concon,5103.0,45889.0,3.238095238,2.857142857,4.428571429,5,7.818181818,3,4.5625,4.588235294,2.95,4.75,5.222222222,-,2.894736842,3.885714286,2.954545455,2.931034483,4.025,2.638297872,3.205128205,2.787234043,4.903225806,2.609756098,3.078125,2.52688172,2.946902655,2.721088435,3.620689655,2.878571429,3.197530864,3.191666667,3.021276596,3,3.227272727,3.128205128,2.91954023,3.163265306,3.090909091,3.714285714,3.591836735,2.745454545,3.725490196,3.9375,2.862068966,4.235294118,5.071428571,3.833333333,3.6,5.5,13,1.5384615384615385,6,2.8333333333333335,4.857142857142857,4.7,3.4375,3.7333333333333334,2.836734693877551,-,-,4.019230769230769,3.8636363636363638,6.5,8.5,-,0,5.2,3.9367088607594938,1.9565217391304348,0.9343434343434344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Juan Fernandez,5104.0,1033.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Puchuncavi,5105.0,20071.0,2,2,2,3.666666667,6.5,5.333333333,2,2.833333333,5.666666667,3.333333333,6,3.357142857,2.538461538,3,1.571428571,2,4.666666667,5,3,3.142857143,5.3,3.916666667,3.84,3.060606061,6,2.766666667,2.706896552,2.73015873,2.863636364,4.103448276,3.391304348,2.851851852,2.446808511,4.677419355,2.65,2.844827586,2.976744186,2.886792453,3.256410256,7.470588235,2.884615385,3.733333333,3.625,13.5,2.857142857,1.111111111,3.6,5.5,2,2.6666666666666665,4.333333333333333,4.6,3.75,4.294117647058823,1.7272727272727273,1.9642857142857142,3.1818181818181817,3.6875,3.129032258064516,3.264705882352941,2.5,5,5.8,-,0,4.6,2.857142857142857,1.5753424657534247,0.8539325842696629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,5.0,Quintero,5107.0,36135.0,2.222222222,1.7,3.285714286,3,3,4.857142857,3.166666667,5.428571429,3.166666667,5,3.25,2.0625,2.222222222,4.75,1.96875,1.833333333,3.346153846,3.65,4.153846154,3.52173913,3.916666667,2.413793103,2.448275862,2.185185185,3.076923077,2.710526316,2.161764706,2.0375,2.391304348,3.179104478,2.58974359,3.423076923,3.245614035,3.045454545,2.25,3.632653061,2.972222222,2.7,3.8,2.76,3.444444444,3.210526316,3.692307692,3.083333333,3.294117647,3.714285714,2.75,3,-,1.7272727272727273,1,9.75,13.444444444444445,6.6923076923076925,4.086956521739131,3.409090909090909,2.3333333333333335,3,2.280701754385965,5.730769230769231,4.107142857142857,4.1923076923076925,2.9,4.5,4.7,2.6818181818181817,3.15,2.3934426229508197,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
