Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-19,2022-04-26,2022-05-03,2022-05-10,2022-05-17,2022-05-24,2022-05-31,2022-06-07,2022-06-14,2022-06-21,2022-06-28,2022-07-05,2022-07-12,2022-07-19,2022-07-26,2022-08-02,2022-08-09,2022-08-16,2022-08-23,2022-08-30,2022-09-06,2022-09-13,2022-09-20,2022-09-27
Biobio,8.0,Yumbel,8313.0,22132.0,2.705882353,1.222222222,1.777777778,3.323529412,3.257142857,2.78125,3.08,4.2,1.923076923,2.264705882,2.711111111,3.461538462,4.8,6.2,4.083333333,6.428571429,3.956521739,8,6,5.555555556,3.450980392,4.6,4.689655172,5.484848485,4.45,3.54,3.328571429,2.892857143,2.788461538,2.162162162,3.111111111,2.657894737,2.507692308,4.096153846,4.507936508,3.253731343,3.509803922,2.455882353,2.282051282,3.333333333,3.380952381,1.857142857,5.75,2.846153846,3.25,2.714285714,1.25,-,-,14,6.666666666666667,11,2.8,3.8,3.5,-,5.2,9.333333333333334,7.125,5.125,4.894736842105263,3.857142857142857,3.8,6.8,4.3,6.5,20.333333333333332,6.56,3.652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biobio,8.0,Alto Biobio,8314.0,6775.0,11,-,-,-,-,-,-,3,7,3.428571429,3.333333333,4.458333333,5.4,5,8.2,5.25,5,9,4.8,4.571428571,16,1,7,2,4,16,6.333333333,2.391304348,2.981481481,2.645390071,3.915662651,3.622641509,5.285714286,4.451612903,2.644067797,2.875,4.35,4.8,4.5625,7.933333333,4,4.333333333,5,8,6.5,16,-,-,-,-,-,-,3.7142857142857144,6.333333333333333,10.833333333333334,4.5,8.8,1,4.666666666666667,15,4,1.6,0.7,-,0,-,-,3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Temuco,9101.0,302931.0,2.257918552,2.287401575,2.685064935,2.80604534,2.926582278,2.90212766,2.729927007,3.048245614,3.809968847,3.021505376,3.305369128,2.749295775,3.025936599,3.409708738,2.926128591,2.97188755,3.122641509,3.614035088,3.249551167,3.368067227,3.247474747,2.967213115,2.996703297,3.104726599,3.0672,2.84077381,3.176814012,2.88449848,3.173713235,3.510114336,3.541841004,3.524475524,3.583190395,3.751491054,3.695402299,3.431972789,3.55204461,3.345982143,3.400468384,4.027950311,3.944700461,4.010471204,3.285714286,5.113043478,6.821782178,4.607142857,4.630434783,6.117647059,7.463414634,8.631578947368421,9.294117647058824,7.7368421052631575,7.346153846153846,8.516129032258064,5.166666666666667,5.213333333333333,6.314606741573034,6.2105263157894735,5.346846846846847,5.208333333333333,5.410714285714286,4.198312236286919,4.7,4.5,3.5,3.8982558139534884,4.591603053435114,3.451403887688985,2.7098976109215016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Carahue,9102.0,25486.0,1.608695652,1.389830508,1.818181818,2.25,1.90625,3.333333333,4.875,4.545454545,2.875,2.648648649,4.615384615,2.75,2.611111111,2.366666667,3.857142857,3.75,3.146341463,5.307692308,4.1875,3.62,4.971428571,2.74137931,4.066666667,3.409090909,3,3.393939394,2.910447761,2.719298246,4.3,3.408163265,3.252873563,3.157894737,4.2,4.36,3.479166667,4.412698413,4.347826087,3.109589041,4.073170732,7.25,5.033333333,4.25,2.5,2.2,4.777777778,6,12,5.090909091,6.8,3.2857142857142856,4.333333333333333,7.5,5.333333333333333,-,7,1.6666666666666667,5.5,9,8.066666666666666,10.833333333333334,-,8,5.4,3.3,5.8,4.2727272727272725,3.3846153846153846,3.7142857142857144,1.6842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Cunco,9103.0,18055.0,3.333333333,1.2,2.866666667,2.578947368,2.5625,2.636363636,2.5,4.666666667,4,5.111111111,4.444444444,2.909090909,1.75,1.466666667,3.153846154,6,2.465116279,4.055555556,2.866666667,4.486486486,3.235294118,2.6,3.019230769,2.606557377,2.4375,3.756756757,3.222222222,2.3375,2.608108108,3.727272727,4.1875,4,3.263157895,2.962962963,3.5,5.260869565,3.347826087,3.035087719,5.363636364,5.166666667,3,6.857142857,11.5,4.85,4.08,25,4,-,1,-,-,11,1,3,2,14.5,-,13,62,11.846153846153847,9.875,6.0344827586206895,15.2,1.8,9.8,2.642857142857143,3.5384615384615383,4.571428571428571,2.491228070175439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Curarrehue,9104.0,7802.0,1,5,0.333333333,-,5.5,-,3.333333333,3,3.027777778,3.25,1.666666667,5.333333333,2,5,2.333333333,7.333333333,3.0625,4.714285714,7.5,3.5,2.142857143,3.888888889,2.230769231,2.615384615,3.103448276,2.2,2.785714286,2.272727273,5,3.166666667,3.085106383,3.918918919,6.785714286,4.153846154,3.886363636,3.903846154,4.177777778,4.545454545,4.44,4.84,6.166666667,4.625,4.727272727,3.058823529,3.636363636,2,-,5,6.25,5.7,29,2.5,-,1.8333333333333333,2.5,6,5,16,2,7,3.6666666666666665,3.75,-,-,-,5,5,5.0625,2.5384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Freire,9105.0,25446.0,3.75,1.964285714,2.75,2.3,4.153846154,2.205128205,4.583333333,3,2.565217391,3.538461538,5,3.294117647,3.307692308,2.630434783,3.69047619,2.617021277,4.384615385,2.844444444,3.566666667,2.49122807,3.362068966,3.108433735,3.710843373,3.107843137,2.643478261,3.417475728,3.37,3.59375,4.571428571,3.740740741,3.031746032,2.661764706,3.197674419,3.311111111,3.175675676,4.294871795,3.365384615,3.271604938,2.692307692,4.5,2.92,7.666666667,3.3,3.777777778,3.75,-,3.333333333,5,23,-,4,13.5,-,1.6666666666666667,17,11.4,22.5,7.666666666666667,5.571428571428571,6.647058823529412,6.95,6.909090909090909,6.8,3.9,8.9,5.428571428571429,4.090909090909091,4.892857142857143,3.7291666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Galvarino,9106.0,12633.0,1.428571429,0.933333333,1.456521739,2.042553191,2.392857143,4,1.333333333,2.266666667,3.461538462,3.088235294,4.380952381,2.916666667,3.5,4.176470588,2.260869565,2.709677419,2.8,2.888888889,5.083333333,2.375,2.434782609,4,5.142857143,2.785714286,2.416666667,2.225,2.536231884,3.142857143,4.206896552,3.441860465,2.93442623,3.68627451,3.036585366,3.675213675,3.966386555,3.886363636,3.647058824,4.086956522,2.680851064,3.384615385,3.05,3.142857143,3.3,1.714285714,1.5,10,1.25,3.666666667,-,-,-,-,3.6666666666666665,1,2.2,3,-,-,-,-,23,27,-,-,7,6,5,3.4545454545454546,2.0357142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Gorbea,9107.0,15148.0,1.888888889,2,2.833333333,3.153846154,3.35483871,2.8125,1.7,8.5,2,2.166666667,4.153846154,4.411764706,3.4,4.294117647,3.340425532,3.355555556,3.117647059,4.3125,7.615384615,7.027777778,4.083333333,5.1,4.357142857,2.458333333,2.789473684,2.921052632,2.533333333,3,3.045454545,3.210526316,4.36,3.43902439,3.962962963,4,3.379310345,3.139534884,3.384615385,3.533333333,2.722222222,4.545454545,3.236842105,4.791666667,4.166666667,3.75,-,2.25,5,-,-,1,2.75,3.6666666666666665,-,6,1.5,5.5,14,17.25,12.666666666666666,8.5,4.666666666666667,-,-,8,8,8.333333333333334,5.428571428571429,3.326923076923077,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Lautaro,9108.0,40746.0,2.75,1.378378378,1.935483871,1.628571429,2.875,2.139534884,2.52173913,3.8,3.385714286,4.41,5.761904762,3.697368421,3.606741573,5.5625,3.183673469,2.277108434,2.854545455,3.880434783,2.9,2.964705882,3.611940299,3,3.532258065,2.915789474,2.504854369,3.187969925,3.4375,2.625615764,3.34939759,3.183745583,4.112107623,3.643274854,4.070921986,4.76984127,3.5625,3.320754717,3.5,3.988235294,4.04040404,3.921348315,3.929824561,4.409090909,3.75,3.64,3.666666667,9.333333333,5.6,37,5.666666667,3,3.3333333333333335,-,3.6666666666666665,20,3.3846153846153846,8.5,3.466666666666667,4.666666666666667,4.785714285714286,10.666666666666666,7.7,9.5,4.8,4.8,14.8,7.0588235294117645,6.258064516129032,5.7555555555555555,3.5964912280701755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Loncoche,9109.0,24739.0,0.951219512,1.823529412,0.888888889,12,1.6,18,2.833333333,3.642857143,2.833333333,3.4375,2.578947368,3.777777778,4.133333333,4.272727273,3.105263158,4.625,2.522727273,3.372093023,3.830188679,3.303571429,4.050847458,2.25,2.263157895,3,2.256756757,2.492537313,4.333333333,3.633333333,3.28,3.895833333,3.684210526,4.020833333,3.397260274,3.84375,3.670731707,4.145833333,4.211538462,3.639344262,3.854545455,4.6,5.205882353,5.277777778,2.181818182,1.5,2.454545455,2.5,8,2.75,5.5,6.25,9,10,8,0.6666666666666666,6,6.666666666666667,4.142857142857143,2.5555555555555554,7.888888888888889,23.5,6.222222222222222,3.6666666666666665,4.8,6.2,17.7,4.333333333333333,8.571428571428571,4.473684210526316,2.8043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Melipeuco,9110.0,6265.0,1,8,2,11,4.083333333,1.363636364,2.333333333,3,-,2,5.333333333,12,0.25,-,1.5,4.2,2.75,6.75,2.157894737,2.791666667,6.583333333,4.642857143,3.571428571,2.714285714,2.4375,2.586956522,5.6,2.52173913,1.782608696,3.578947368,5.111111111,4,6.75,1.75,2.384615385,3.045454545,3.166666667,2.5,2.352941176,3,6.5,4.166666667,3.25,4,3.75,-,-,-,-,-,2,-,4,2,-,13.75,16,-,3,27,5.625,6,-,1,11,2.3333333333333335,1.75,2,2.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Nueva Imperial,9111.0,33777.0,4.357142857,2.486486486,1.451612903,3.260869565,2.724137931,3.03030303,2.423076923,4.1,3.703703704,3.571428571,3.92,2.875,3.914285714,4.837837838,3.652173913,2.625,3.276595745,3.893203883,4.56043956,4,3.952380952,3.666666667,4.2,4.071428571,3.292035398,2.918699187,3.420560748,3.571428571,3.822916667,4.288888889,4.193277311,3.663716814,3.858490566,4.490740741,3.09375,4.333333333,4.596774194,4.396226415,4.377358491,4.197183099,4.590163934,4.24137931,3.260869565,3.5,5.5,6.5,11.5,3,4.75,12.5,1.6,-,1.2,7.6,5.5,4.571428571428571,8.833333333333334,7,8.11111111111111,13.333333333333334,12.25,14.285714285714286,19,9,8.1,6.416666666666667,4.105263157894737,3.8275862068965516,2.231404958677686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Padre Las Casas,9112.0,82110.0,2.727272727,1.821917808,2.34375,2.577586207,4.010526316,3.629213483,3.694736842,3.198347107,3.114503817,3.254098361,3.614035088,3.754098361,3.389312977,3.138888889,3.304054054,3.471014493,2.772486772,3.385026738,4.068027211,3.894179894,3.403755869,3.310344828,3.145038168,2.897897898,3.313559322,3.109333333,2.968051118,2.922839506,3.737931034,3.458100559,3.766037736,4.053398058,3.650717703,3.625,3.14479638,3.273809524,3.801470588,2.694117647,3.096296296,3.858585859,3.23880597,3.411764706,3.958333333,3.6,4.076923077,5.3,6.875,4.666666667,3.571428571,5.5,5.916666666666667,6.818181818181818,4.2727272727272725,3.6923076923076925,4.777777777777778,6.625,6,7.068965517241379,5.625,4.755102040816326,4.296296296296297,5.7,5.8,6.6,8.7,5.433962264150943,5.555555555555555,4.32051282051282,2.9802631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Perquenco,9113.0,7223.0,5,1.5625,1.272727273,1.8,1.8125,2.6,2.142857143,5,2.923076923,4.142857143,4.222222222,5.615384615,7.882352941,1.24,3.653846154,3.787878788,2.85,3.307692308,2.833333333,3.571428571,5.5,4.333333333,5.833333333,1.620689655,3.653846154,2.975,2.846153846,1.615384615,6,2.94,3.333333333,3.75,1.8,3.956521739,4.388888889,3.535714286,6.142857143,3.636363636,3.076923077,3.75,6.384615385,1.666666667,3.6,5,-,11.33333333,3.5,1,-,-,-,-,-,-,1,-,20,10,20.333333333333332,7.916666666666667,5.846153846153846,-,-,1.3,6,5,-,2.5,3.8181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Pitrufquen,9114.0,26096.0,1.678571429,1.692307692,2.352941176,3.086956522,3.814814815,5.083333333,4.142857143,4.25,2.266666667,4.058823529,3.032258065,3,2.875,5.608695652,1.863636364,4.206896552,3.097560976,3.377777778,4.454545455,5.454545455,4.697674419,2.547169811,3.12987013,3.543307087,2.462809917,2.913978495,2.962264151,2.634146341,4.228070175,4.582089552,3.621212121,4.602941176,3.156862745,3.095238095,3.641304348,4.02247191,3.576470588,4.541176471,3.917808219,3.829787234,4.029411765,5.423076923,4.571428571,4.058823529,3.428571429,3.142857143,12,6,2,5,-,-,3.3333333333333335,17,9.5,7.6,10.25,-,-,7.5,14.666666666666666,9,21,7.8,8.2,9.5,9.166666666666666,4.67741935483871,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Pucon,9115.0,29782.0,0.933333333,2.041666667,1.5,1.575757576,3.090909091,2.666666667,4.777777778,5.928571429,5.565217391,3.136363636,2.533333333,3.073170732,2.5625,4.346938776,3.267857143,2.708333333,2.282894737,4.646341463,2.833333333,3.083333333,2.655172414,3.135135135,3.355555556,3.045454545,3.472727273,2.46031746,3.826666667,2.65,3.550724638,5.366666667,4.545454545,4.523809524,4.175675676,3.542553191,4.066176471,3.810126582,4.027624309,3.412121212,3.863636364,3.317757009,4.5,3.23255814,4.12,3.222222222,3.210526316,8.75,3.7,3.181818182,7.066666667,30.25,31.428571428571427,9,3.1666666666666665,4,10.333333333333334,3.8333333333333335,5.7,10.473684210526315,6.294117647058823,5.65,3.4210526315789473,5.833333333333333,4.9,-,0,4.318181818181818,3.3134328358208953,4.0594059405940595,2.299492385786802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Saavedra,9116.0,12793.0,0.857142857,2.133333333,1.904761905,3.470588235,9.75,1.769230769,3.1,2.5,4.166666667,3.538461538,2.166666667,3,2.222222222,2.975609756,3.152173913,3.441176471,3.344827586,3.869565217,2.523809524,2.352941176,3.378378378,2.681818182,2.5,2.916666667,4.25,2.215686275,4.173913043,3.45,3.47826087,3.419354839,3,2.5625,2.4,4.333333333,4.610169492,3.412698413,3.117647059,3.933333333,4.818181818,3.714285714,2.24,3.333333333,5.75,5.5,15,-,6.166666667,2.4,2,3,1,1.6666666666666667,2.5,11,-,4,2.5,6,10,3,9,8,3.4,8.4,29,-,2.5833333333333335,4.055555555555555,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Teodoro Schmidt,9117.0,15786.0,2.090909091,1.352941176,-,1.571428571,6,3.363636364,3.1,2.333333333,3.1,3.333333333,2.666666667,3.333333333,4.333333333,3.333333333,1.6,2.083333333,2.8125,1.906976744,3.266666667,3.842105263,6.4,2.043478261,3,4.133333333,3.045454545,2.078431373,3.78125,4.076923077,3.578947368,3.235294118,3.722222222,3.15,3.818181818,3.458333333,3.052631579,2.5,4.436363636,3.735849057,4.304347826,4.605263158,3.548780488,4,3.173913043,3.088235294,4.916666667,4.2,7,2.454545455,13,5,-,7,19,-,0,4.5,8,4.666666666666667,5.363636363636363,10.357142857142858,7.571428571428571,8.272727272727273,8.5,15.6,7.2,3.75,9,6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Tolten,9118.0,10055.0,1,1,2,13,5,0.714285714,2.095238095,4.6,4.615384615,5.625,4.25,4.2,5.6,3.5,3.416666667,6.538461538,2.193548387,3.722222222,3.166666667,2.363636364,3.242424242,2.634146341,2.675675676,2.827586207,4.066666667,1.714285714,2.6875,3.1,4.285714286,3,2.655172414,4.068181818,3.852459016,4.114285714,3.695652174,4.75,3.575,2.543478261,3.551724138,3.214285714,4.318181818,3.80952381,3.666666667,3,2.4,2.666666667,8,-,-,-,-,-,-,1,-,-,-,12.333333333333334,10.875,17,7.090909090909091,5.375,4.9,-,0,6,-,2.5,1.8695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Vilcun,9119.0,30766.0,1.055555556,1.380952381,1.947368421,1.414634146,4.85,2.791666667,2.533333333,2.416666667,2.928571429,5.366666667,6.279069767,3.307692308,3.472222222,4.466666667,2.181818182,2.666666667,3.116666667,3.538461538,2.717948718,3.608695652,2.973684211,5.055555556,2.911764706,3.318181818,3.147540984,2.682758621,3.653225806,2.94214876,3.634146341,4.27027027,4.00990099,4.432432432,3.4875,4.639344262,3.776595745,3.670454545,3.808219178,3.405797101,3.307692308,4.128205128,3.446808511,4.217391304,4.148148148,2.533333333,3.8,12.4,4,7,10.5,-,17.6,20.5,3.5,4.5,2.5,3.6666666666666665,2.7777777777777777,5.1,15.833333333333334,8.8,5.846153846153846,11.6,5,-,0,7.4,6.181818181818182,4.021739130434782,2.879120879120879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Villarrica,9120.0,59103.0,2.672131148,1.837209302,1.985074627,2.441176471,1.87012987,5.80952381,3.107142857,3.64516129,4.433333333,3.103448276,4.023255814,3,3.868421053,3.423529412,4.074074074,3.625,2.959183673,3.383838384,3.522727273,4.571428571,4.37755102,3.395683453,3.172661871,3.766917293,2.959302326,3.482269504,3.504950495,3.556521739,4.558139535,4.981012658,3.644808743,4.393103448,5,4.263888889,3.940217391,4.529411765,4.019455253,3.479166667,3.564102564,3.909090909,4.075757576,4,4.152542373,4.542857143,3.697674419,5.727272727,4.818181818,22,7.5,8.272727272727273,5.625,5,4,6.238095238095238,11.5,5.733333333333333,6.565217391304348,8.23076923076923,6.846153846153846,8.372093023255815,6.533333333333333,8.05,8.1,6.1,7.4,5.392857142857143,4.945945945945946,3.4330708661417324,2.5982905982905984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Cholchol,9121.0,12341.0,1.571428571,1.583333333,2.444444444,3,1.222222222,2.80952381,2.294117647,3.14893617,4.666666667,4.555555556,3.193548387,4.111111111,2.789473684,4.19047619,3.206896552,5.058823529,4.192307692,3.617647059,3.923076923,4.260869565,4.473684211,5.608695652,3.085714286,2.793103448,3.264705882,3.342857143,3.130434783,2.48,5.461538462,8.409090909,6.142857143,3.884615385,3.5,3.27027027,5.653846154,3.909090909,4.038461538,4.107142857,5.304347826,4.24,2.9,5.555555556,2.636363636,9.75,2,4.428571429,-,6,-,-,-,-,3,-,5,1.3333333333333333,-,-,5.666666666666667,8.666666666666666,11,13,18,5.5,4.3,4.833333333333333,1.6666666666666667,2,3.088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Angol,9201.0,56058.0,2.115384615,2.120689655,2.275,3.733333333,4.181818182,2.861111111,2.828125,5,2.571428571,2.859813084,3,2.585526316,3.311111111,2.956896552,3.863157895,2.717647059,3.077777778,3.753246753,3.573770492,4.426666667,3.564705882,4.196261682,3.102189781,3.373134328,3.020979021,3.502923977,2.899371069,2.67,3.629268293,3.132013201,4.044534413,3.2,3.662650602,3.671794872,3.794444444,3.453488372,3.919354839,2.619047619,3.520833333,4.192307692,3.34375,4.25,3.869565217,3.862068966,2.636363636,5.5,8.25,4.75,5.6,4.333333333333333,10.727272727272727,8.80952380952381,6.2,7.815789473684211,3.4444444444444446,5.206896551724138,7.043478260869565,7.888888888888889,6.545454545454546,4.785714285714286,5.904761904761905,7.444444444444445,5.3,2.8,5.4,5.566666666666666,3.4166666666666665,3.6605504587155964,2.352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Araucania,9.0,Collipulli,9202.0,26148.0,2.7,2.275862069,2,2.3,1.692307692,2.103448276,4.173913043,3.4,6.066666667,3.333333333,6.125,2.25,3.4,2.2,5,2.055555556,2.1875,3.957446809,3.818181818,3.641509434,3.5,3.234567901,2.593023256,2.493670886,2.821428571,2.81443299,3.68115942,3.25,3.605263158,2.801980198,3.355769231,2.839622642,3.486842105,4.01754386,3.402597403,2.958333333,2.630434783,3.805970149,3.105263158,3.473684211,5.085714286,5.375,5.125,8.666666667,3.2,3.166666667,4.142857143,3.666666667,-,-,3,3.2222222222222223,12.6,5.75,7,9,6.166666666666667,3.9166666666666665,4.6,8.133333333333333,6,3,5.7,3.6,5,5.2,6.45,3.28125,2.364864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
