sexo,edad,imce,vive_padre,vive_madre,sk1,sk2,sk3,sk4,sk5,sk6,sk7,sk8,sk9,sk10,sk11,sk12,sk13,act_fisica,area,educm,educp,madre_work
1,80,.81999999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,19,18,1
0,82,1.8,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,0,17,15,-1
1,81,.34999999,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,0,12,12,-1
0,80,.34,0,1,1,2,2,1,1,5,1,1,1,2,1,1,1,1,1,12,12,1
1,81,1.29,0,1,1,1,2,1,1,2,1,1,1,2,1,1,3,2,1,13,13,1
1,80,-2.6600001,1,1,1,1,1,1,1,1,2,1,1,2,1,2,4,1,1,16,16,1
1,85,-.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,5,1,22,13,1
0,80,.28,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,13,15,-1
0,81,2.8399999,1,1,1,2,2,2,1,1,1,1,1,3,1,1,3,5,1,17,18,1
0,80,1.1900001,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,3,1,13,13,-1
0,82,-.87,1,1,2,2,1,2,1,2,4,2,1,3,2,2,2,,1,11,11,0
1,80,1.41,0,1,1,2,1,1,1,1,5,1,1,2,1,1,2,2,1,13,13,-1
0,80,2.1900001,1,1,1,1,1,1,3,3,2,1,2,1,1,3,1,2,0,9,12,0
1,81,1.85,0,1,1,1,5,1,1,1,1,2,1,1,1,1,1,2,0,7,13,0
1,80,.22,1,1,1,2,1,2,2,2,2,2,1,2,2,1,3,1,1,13,13,0
1,80,1.65,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,13,13,-1
0,81,3.8299999,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,18,13,1
1,80,-.059999999,1,0,1,1,1,1,2,2,2,1,1,4,1,1,1,2,1,,9,-1
0,80,.57999998,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,1,9,9,1
1,81,1.3099999,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,15,20,1
1,81,.80000001,1,1,1,2,1,1,2,2,2,2,1,1,2,4,3,3,1,13,10,-1
1,80,4.5300002,1,1,1,1,1,1,1,1,5,2,4,3,4,1,5,1,1,9,6,1
1,80,1.9299999,0,1,5,5,5,5,1,1,1,2,1,2,1,1,2,3,1,17,17,0
0,81,3.51,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,0,9,9,-1
1,80,1.84,1,1,1,3,1,1,3,1,1,4,1,3,1,1,1,1,1,13,13,-1
1,79,-.0099999998,1,1,1,1,1,1,1,1,3,2,2,3,2,2,3,2,1,14,17,-1
0,82,2.73,0,1,1,2,1,2,2,2,4,1,2,1,2,2,3,2,1,15,14,1
1,80,1.49,0,1,1,2,1,1,3,3,1,2,1,2,2,2,2,2,1,10,10,-1
0,80,-.47999999,0,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,16,13,1
1,81,2.24,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,5,1,13,13,-1
0,79,.0099999998,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,22,13,1
1,80,1.21,1,1,1,3,3,1,1,3,2,1,4,3,3,4,4,2,1,8,10,0
0,80,.88,1,1,1,2,1,1,2,2,4,2,1,1,1,1,2,3,1,13,13,0
1,80,-.68000001,0,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,13,11,1
0,80,3.04,1,1,1,1,1,1,1,2,2,1,2,3,2,2,1,4,1,13,9,-1
0,81,-.34999999,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,13,13,-1
1,80,1.83,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,13,20,1
0,80,1.1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,13,13,1
1,80,3.8199999,1,1,2,2,2,2,1,1,5,1,1,1,1,1,2,4,0,13,13,1
0,79,2.0899999,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,5,1,15,13,1
0,80,1.33,1,1,1,1,2,2,2,2,2,3,1,2,1,1,1,3,1,7,13,-1
0,80,-.14,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,13,13,-1
0,80,-.2,1,1,1,2,2,2,2,2,3,2,2,1,1,2,2,3,1,12,9,-1
0,82,.20999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,11,16,1
1,81,1.01,0,1,1,3,3,3,1,2,3,2,1,2,1,1,3,3,1,17,14,0
1,81,-.64999998,1,1,1,1,1,1,1,1,2,2,2,3,2,3,4,2,1,13,10,1
1,80,-.34999999,1,1,1,3,3,3,1,1,2,4,1,2,1,3,5,3,1,15,15,-1
1,82,-.27000001,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,13,12,1
0,81,-1.02,1,1,1,1,1,2,1,1,2,1,2,3,3,4,3,3,1,3,8,-1
1,80,1.14,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,0,13,13,1
1,81,1.26,1,1,1,1,1,1,2,1,1,2,1,3,3,1,1,1,1,16,22,0
1,80,-2.24,1,1,1,2,1,2,1,2,3,2,1,4,2,1,2,3,1,11,13,-1
1,80,.89999998,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,15,22,-1
0,81,-.28999999,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,13,13,-1
0,80,.41999999,1,1,1,1,2,2,2,2,2,3,1,3,1,2,2,3,1,22,22,1
0,80,1.16,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,14,15,-1
0,81,1.21,0,1,1,3,1,1,1,1,4,1,1,1,1,1,1,5,1,13,11,1
1,80,1.78,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,13,13,-1
0,81,2.4000001,1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,1,15,15,1
1,80,4.77,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,2,1,13,13,0
0,81,2.0599999,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,5,1,13,13,0
1,82,-.87,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,14,17,0
1,82,-.27000001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,13,12,1
0,80,2.3399999,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,13,13,1
0,81,-1.01,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,15,18,-1
1,80,1.95,1,0,1,2,2,2,1,1,2,2,2,3,2,2,3,2,1,9,9,-1
1,80,1.72,0,1,1,1,1,1,1,1,2,1,1,1,1,1,4,3,1,8,9,0
0,81,1.5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,13,18,-1
1,82,-.50999999,1,1,2,2,2,2,2,2,4,2,2,3,2,2,2,3,1,13,13,-1
0,79,2.4300001,0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,13,12,1
0,80,.090000004,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,13,9,1
1,80,.81,1,1,1,2,1,1,1,2,3,1,1,3,1,1,3,2,0,12,9,-1
0,81,3.0699999,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,12,9,1
0,82,0,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,20,20,1
0,80,.91000003,1,1,1,1,2,1,1,1,3,1,1,2,1,2,2,2,1,13,13,1
0,81,.70999998,1,1,1,1,1,1,3,2,3,4,1,1,1,2,2,2,1,12,12,-1
1,80,-.28999999,1,1,1,3,3,2,1,3,5,3,2,3,3,3,3,2,1,17,17,1
1,85,1,1,1,1,2,1,1,2,1,1,2,1,2,2,3,4,1,1,17,18,1
0,80,1.14,1,1,2,2,2,2,1,3,5,1,3,2,1,1,1,5,1,,13,1
1,80,4.7399998,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0
0,79,1.72,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,0,8,11,0
0,81,.50999999,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,5,1,11,13,1
0,80,1.51,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,13,13,1
0,80,1.72,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,3,1,11,13,1
0,79,.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,16,13,-1
1,81,2.4000001,1,1,2,2,3,3,2,2,1,3,1,1,3,4,5,2,1,13,9,-1
0,79,.029999999,0,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,13,13,1
0,80,1.08,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,13,13,-1
0,80,2.4100001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,13,8,1
0,80,1.8099999,0,1,1,2,1,1,2,2,1,3,2,1,1,2,1,2,1,13,13,1
0,79,2.8099999,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,11,11,1
1,82,-.85000002,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,5,1,8,10,-1
1,81,3.1099999,0,1,2,3,2,2,2,1,2,2,2,3,2,1,2,3,1,13,11,0
0,80,2.6600001,1,1,2,1,1,1,1,3,3,1,1,2,1,1,1,2,1,13,12,1
0,82,1.3099999,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,13,15,1
1,80,.38,0,1,1,1,1,1,1,1,4,1,2,2,2,2,5,1,1,13,13,1
1,80,.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,13,13,-1
1,80,3.0799999,1,1,1,2,1,1,1,1,2,1,2,3,2,3,1,3,1,13,13,1
1,81,-1.05,1,1,5,5,4,3,1,2,3,1,1,3,4,5,3,3,1,8,9,0
0,81,2.21,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,13,-1
1,79,-.81999999,1,1,1,1,1,1,1,2,2,1,1,3,1,1,3,5,1,13,14,1
1,80,.050000001,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,13,1
1,81,1.38,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,5,0,9,13,-1
0,85,1.6900001,0,1,1,1,1,1,1,1,2,1,3,3,3,3,1,1,1,18,15,1
0,81,.66000003,1,1,1,1,1,1,2,2,3,3,2,1,1,2,1,1,1,16,9,1
1,80,1.72,1,1,1,2,1,2,1,2,3,2,1,1,2,1,2,4,1,13,13,1
0,80,1.85,1,1,1,2,2,2,2,2,4,1,2,2,2,2,2,3,1,10,11,1
1,82,4.2600002,0,1,1,1,2,2,2,2,4,1,1,1,1,1,3,3,1,11,12,1
1,80,.51999998,0,1,1,2,1,1,1,1,2,1,1,2,1,1,2,3,1,13,13,1
0,79,2.9300001,1,1,1,2,1,3,1,1,1,2,2,1,2,1,1,3,1,16,16,-1
1,80,.27000001,1,1,1,1,2,1,1,1,3,1,1,3,3,1,1,2,1,13,17,-1
1,80,1.08,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,17,17,-1
0,82,3.3900001,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,5,1,13,13,-1
1,80,4.5900002,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,13,13,1
1,79,-.039999999,0,1,1,1,1,1,3,3,5,1,3,3,1,1,1,5,1,13,13,0
0,79,1.08,1,1,2,2,2,2,1,2,3,2,2,2,1,2,2,2,1,20,19,1
1,80,.23,0,1,1,1,1,1,1,1,2,1,1,2,1,2,2,5,1,13,13,0
1,80,2.3199999,1,1,1,1,3,3,3,1,2,3,1,3,3,1,1,,1,13,13,1
0,79,2.4300001,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,0,9,9,-1
0,80,.38,0,1,1,1,1,2,2,2,2,2,1,1,2,2,1,5,1,13,13,1
1,80,-.059999999,0,1,1,2,2,2,1,2,2,2,2,3,2,1,2,3,1,15,13,1
0,82,1.1900001,0,1,1,2,2,1,1,2,2,2,3,1,2,4,1,3,1,13,11,-1
1,80,2.96,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,13,20,-1
0,81,1.34,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,13,13,1
0,80,2.8499999,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,17,16,1
0,80,-2.49,1,1,1,1,1,1,1,1,3,3,1,2,1,2,1,1,1,10,10,-1
1,86,1.29,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,5,1,11,11,-1
1,79,1.09,1,1,2,3,2,2,2,2,4,2,3,2,2,2,3,4,1,9,13,-1
1,79,1.34,1,1,1,1,1,1,1,1,3,1,3,4,1,1,4,5,1,15,16,1
1,79,1.37,1,1,1,2,1,2,1,2,3,1,1,1,2,1,2,3,1,15,13,-1
1,81,.25,0,1,1,1,1,1,1,1,3,3,1,1,1,4,1,2,1,13,13,1
1,82,2.98,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,12,15,1
0,80,-1.08,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,13,13,-1
1,81,.38999999,1,1,1,3,3,4,4,3,3,2,3,3,3,3,3,2,1,7,7,-1
1,84,2.71,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,10,10,-1
1,80,1.9,0,1,2,2,1,2,1,4,3,1,4,1,2,1,5,3,1,13,13,1
1,79,-.75999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,-1
1,80,1.25,1,1,1,1,2,1,1,1,1,5,2,2,2,2,1,1,1,18,13,1
1,81,-1.47,0,1,1,2,1,1,1,4,4,1,4,2,1,1,4,,1,7,10,0
0,80,.91000003,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,,1,13,20,1
0,81,.25,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,13,-1
1,81,2.1800001,0,1,2,2,2,2,2,2,3,2,2,3,2,2,2,2,1,13,11,1
1,79,2.5799999,0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,17,13,1
1,79,.40000001,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,14,22,1
1,82,4.1399999,0,1,2,2,2,1,2,1,5,2,1,1,1,2,1,2,1,14,13,-1
0,80,-1.22,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,13,13,1
1,81,1.14,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,3,1,16,14,1
1,80,-3.6600001,1,1,1,1,1,2,3,2,1,2,2,1,2,1,4,2,1,13,11,-1
0,80,-.34,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,13,10,-1
1,79,-.090000004,0,1,1,1,2,2,2,2,3,2,2,2,1,1,1,2,1,17,13,0
1,79,-.27000001,1,1,1,1,1,1,1,2,4,2,1,2,2,1,1,3,1,13,13,1
1,80,-1.25,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,15,13,-1
0,81,.69,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,13,13,-1
1,82,2.4400001,1,1,1,3,4,1,1,1,3,1,1,1,3,1,2,3,0,6,11,1
1,81,-.38,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,1,13,13,1
1,84,.44999999,1,1,1,1,1,1,1,1,2,1,2,3,2,1,2,1,1,13,12,-1
1,81,-.12,0,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,18,18,0
1,81,-1.47,1,1,1,2,1,1,1,2,4,2,1,3,1,1,2,2,1,13,16,1
0,80,1.88,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,13,13,1
1,80,-.090000004,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,12,17,1
1,80,.47999999,0,1,1,1,2,2,1,1,2,1,1,2,1,1,3,3,1,17,15,1
0,81,1.24,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,9,-1
1,80,2.4100001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,13,13,1
0,80,.81,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,13,15,1
1,81,.72000003,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,13,13,-1
1,80,-.97000003,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,13,16,-1
0,80,.56,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,11,10,-1
1,82,3.1400001,0,1,1,4,1,1,3,3,5,3,1,3,3,1,5,2,0,13,10,-1
1,81,.22,1,1,1,1,1,2,1,1,3,1,1,3,1,1,3,5,1,13,13,1
0,82,2.3699999,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,6,13,1
0,82,1.6900001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,17,13,1
0,80,.60000002,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,5,1,16,13,1
1,81,1.86,1,0,1,1,1,1,1,1,3,2,2,4,3,1,1,2,1,13,13,0
1,80,2.4000001,1,1,2,2,2,2,2,2,4,2,2,2,2,2,4,2,0,9,9,-1
1,81,1.65,1,1,2,3,2,3,1,4,3,2,2,3,3,1,3,2,1,9,13,1
0,81,1.98,0,1,1,1,1,1,1,1,2,1,1,1,1,3,2,3,1,16,13,1
0,80,1.96,1,1,1,2,1,1,1,1,3,2,1,2,1,2,1,2,1,11,13,1
1,80,.30000001,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,8,9,-1
0,80,1.29,0,1,1,1,1,1,1,1,1,1,1,5,2,2,2,3,1,13,13,-1
1,81,1.08,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,1,13,13,-1
0,81,-.57999998,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,18,15,1
1,80,4.6100001,1,1,3,3,3,3,1,1,2,1,1,3,3,3,2,1,1,13,11,-1
1,79,2.1600001,1,0,2,2,2,2,2,2,1,1,1,1,1,3,3,1,1,13,13,-1
1,81,1.0700001,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,,1,9,13,1
1,79,.029999999,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,16,18,1
0,80,1.2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,11,0
1,80,-.17,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,13,13,0
1,80,-1.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,11,1
1,81,2.8800001,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,0,9,9,1
0,82,-.33000001,0,1,1,2,2,2,1,2,4,2,2,2,2,1,1,2,1,13,13,1
0,85,-.87,1,1,1,1,1,1,1,1,5,1,1,2,1,2,1,1,1,11,13,-1
0,80,.64999998,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,17,16,1
0,81,1.11,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,15,13,0
0,80,.51999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,13,-1
1,80,1.89,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,16,16,-1
0,81,1.84,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,1,13,13,1
0,80,.11,0,0,1,3,2,1,1,1,2,1,1,1,1,1,1,2,1,7,9,-1
0,87,1.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,11,11,1
0,80,1.6900001,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,3,1,13,13,1
0,80,1.37,0,1,1,1,1,2,1,1,2,3,2,2,2,2,2,1,1,13,9,1
1,80,.50999999,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,1,13,15,1
1,80,-.85000002,0,1,1,2,1,2,1,1,1,2,1,1,1,1,1,3,1,16,15,1
0,80,.11,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,13,13,0
0,80,1.55,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,,13,0
0,80,.19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,13,13,-1
0,79,.050000001,0,0,1,1,1,1,1,2,3,2,2,2,1,1,1,3,1,5,9,-1
1,80,1.34,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,9,11,1
0,81,-.20999999,0,1,1,1,1,1,2,2,2,2,2,3,2,1,1,3,1,15,14,0
1,81,-.30000001,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,22,11,1
1,79,-1.03,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,15,15,1
1,80,-.68000001,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,1,15,15,1
1,81,-1.6799999,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,0,13,0,1
1,79,.38,1,1,1,2,1,1,1,2,1,3,3,2,1,1,5,3,1,13,14,-1
0,79,3.97,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,5,0,9,9,-1
1,81,1.89,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,16,13,1
1,80,.31,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,5,1,13,12,-1
0,82,-.22,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,13,11,1
0,80,2.29,1,1,2,2,3,3,2,2,5,3,1,2,2,2,2,3,1,13,9,-1
0,80,2.24,1,1,1,3,1,2,1,2,1,2,2,3,2,3,2,3,1,7,9,0
1,80,.91000003,0,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,11,13,0
1,80,1.49,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,13,13,1
0,80,-.15000001,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,13,13,1
0,79,.43000001,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,13,13,1
1,80,2.01,1,1,1,2,1,1,2,2,3,3,1,3,1,2,3,1,1,13,13,-1
0,81,1.45,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,13,13,-1
0,80,.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,18,1
0,80,-.64999998,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,12,18,-1
1,80,.38999999,0,0,1,1,1,1,1,2,4,1,2,5,5,2,2,3,1,,13,-1
1,79,1.25,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,5,1,15,15,-1
1,80,2.6500001,1,0,1,1,1,2,1,2,3,1,1,3,1,1,1,5,1,13,13,-1
1,80,3.02,0,1,1,2,1,1,1,3,3,2,1,4,4,1,1,3,1,13,13,1
1,80,1.02,1,1,2,3,3,3,3,3,2,3,1,1,3,1,3,3,1,13,13,1
1,80,1.45,0,1,1,1,1,1,1,2,3,2,1,1,1,1,1,2,1,11,13,-1
1,80,1.46,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,13,13,1
0,80,.63,1,1,1,1,1,2,1,2,3,2,1,2,2,1,1,3,1,13,15,-1
1,81,2.27,1,1,1,1,1,1,2,2,1,3,1,3,1,2,3,3,1,13,13,1
0,82,1.36,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,3,1,9,12,-1
0,82,1.9,0,1,1,1,2,1,2,2,4,3,1,2,1,3,1,1,1,17,17,1
0,80,-2.8199999,1,1,1,2,2,1,1,2,4,2,1,1,1,1,1,2,1,13,13,1
1,80,3.05,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,3,1,13,7,-1
0,80,-.91000003,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,16,13,1
0,80,2.01,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,2,1,13,13,-1
0,80,2.6900001,1,1,2,1,2,2,1,1,1,1,1,3,1,2,1,3,1,13,16,1
0,80,.55000001,0,1,1,2,1,1,2,1,1,1,1,3,2,2,3,1,0,13,8,-1
1,81,-2.1099999,1,1,1,1,1,1,1,2,5,1,1,3,1,1,2,3,1,8,13,1
1,80,-.14,1,1,1,1,2,1,1,1,5,1,2,2,1,2,3,4,0,13,11,-1
0,80,-.47999999,0,1,1,1,1,1,1,2,3,1,1,4,1,1,3,3,1,13,14,0
0,80,.58999997,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,7,9,0
0,80,2.54,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,13,13,-1
0,81,1.8200001,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,13,13,1
1,79,.75,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,13,13,-1
0,79,1.4299999,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,13,11,-1
0,80,1.17,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,15,15,1
0,81,1.46,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,3,1,15,13,0
1,80,.40000001,1,1,1,1,1,1,1,1,4,1,1,3,1,1,3,2,1,13,18,1
1,80,1.3,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,,1,13,12,-1
1,80,1.91,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,1,16,13,0
0,81,.38,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,13,13,-1
1,81,.69,1,0,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,14,9,1
0,81,1.33,1,1,1,1,1,1,2,3,1,1,2,2,2,2,1,2,0,7,9,-1
0,80,1.9,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,13,9,1
1,81,-.5,1,1,2,2,2,2,1,1,3,2,1,1,2,2,1,1,1,10,9,1
0,80,2.3099999,0,1,1,1,1,1,1,1,3,1,1,2,2,2,1,3,1,17,17,1
0,80,-1.5700001,0,1,1,2,2,1,3,3,1,3,1,1,1,1,1,2,1,13,17,1
0,80,.34,1,1,1,2,1,1,1,1,1,3,2,2,2,2,2,1,1,13,14,-1
0,80,-.23,1,1,1,2,2,1,2,2,2,4,1,2,2,2,2,1,1,19,13,1
0,79,.37,1,1,1,3,2,2,2,2,1,2,2,1,1,2,2,3,1,13,13,-1
0,79,2.3399999,1,1,1,2,2,2,2,2,4,2,2,3,3,3,2,2,1,13,13,-1
0,80,-1.02,0,1,1,1,1,1,1,1,3,3,2,2,2,1,1,2,1,13,13,1
1,79,.64999998,1,1,3,2,1,3,2,2,5,2,3,3,3,3,3,3,1,13,7,-1
1,80,.30000001,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,13,13,-1
1,79,3.8,1,1,2,2,1,2,1,3,3,3,2,2,1,2,3,1,1,11,13,1
0,81,.94,1,1,1,1,2,3,1,3,1,2,2,3,2,1,1,2,1,13,13,0
0,80,.60000002,1,1,2,2,3,3,2,2,2,2,3,2,2,1,1,1,1,14,13,-1
0,81,1.3200001,0,1,1,2,1,1,1,1,1,2,1,2,1,1,1,3,1,13,13,-1
1,79,2.26,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,15,15,1
0,80,-.0099999998,1,1,1,1,1,1,1,2,2,2,1,2,2,3,3,3,1,7,13,1
1,80,1.3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,0,16,18,1
0,80,3.3800001,1,1,1,1,1,1,2,2,1,3,2,3,1,3,2,2,1,11,9,-1
1,80,.63,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,16,0
1,80,.99000001,1,1,1,1,1,1,1,1,5,2,1,2,1,1,1,2,1,13,10,1
1,80,1.16,1,1,1,3,3,2,2,1,3,1,1,2,1,1,1,2,1,8,13,-1
1,81,3.71,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,13,12,1
