Region,Codigo region,Comuna,Codigo comuna,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-06,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-04,2021-12-05,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-11,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-03,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-08,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-15,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-22,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-01-29,2022-01-31,2022-02-01,2022-02-02,2022-02-03,2022-02-04,2022-02-05,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-12,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-19,2022-02-20,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-26,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-05,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-12,2022-03-13,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-19,2022-03-20,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-26,2022-03-27,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-02,2022-04-03,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-09,2022-04-10,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-17,2022-04-18,2022-04-19,2022-04-20,2022-04-22,2022-04-23,2022-04-24,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-04-30,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-07,2022-05-08,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-14,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-21,2022-05-22,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-28,2022-05-29,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-04,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-11,2022-06-12,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-22
Metropolitana de Santiago,13,San Joaquín,13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,San José de Maipo,13203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Metropolitana de Santiago,13,San Miguel,13130,1,0,27,20,15,12,8,0,18,20,11,9,7,0,21,17,9,12,9,0,18,13,11,10,10,15,13,15,7,12,0,12,7,8,9,7,0,0,14,7,17,12,11,1,21,9,8,11,14,0,15,11,11,10,8,1,19,10,14,14,15,0,21,12,9,12,11,0,23,9,13,8,14,13,13,14,7,0,0,39,25,11,8,9,0,24,11,11,11,12,0,22,15,9,5,11,0,24,14,13,11,12,0,22,24,8,8,12,19,18,11,10,15,0,21,8,17,7,0,35,21,7,8,14,19,13,13,9,10,30,11,11,14,9,0,18,10,13,4,11,0,0,30,12,12,7,0,28,16,12,4,0,29,13,19,9,9,0,25,8,11,7,0,0,37,10,12,12,15,0,21,16,6,6,15,1,26,6,14,12,8,0,17,13,5,10,10,22,9,13,9,12,0,21,12,4,9,12,0,19,11,7,8,12,0,27,15,9,13,5,0,25,8,12,13,28,17,11,11,6,0,37,13,7,6,7,0,23,11,11,4,9,0,0,35,9,6,9,0,0,18,15,11,16,12,0,16,5,9,11,8,0,0,23,17,15,10,0,19,8,13,8,9,20,11,9,7,10,0,21,10,9,5,10,0,0,19,5,10,13,3,0,0,16,8,0,11,7,0,16,15,9,8,5,0,0,25,12,7,9,3,0,15,14,5,14,1,26,9,14,11,6,0,16,11,13,4,9,0,18,13,9,11,7,0,20,14,9,7,10,0,23,13,4,8,13,0,19,12,3,9,14,0,23,7,12,6,9,0,0,21,17,8,10,12,1,9,17,7,8,15,0,25,13,18,5,10,0,0,32,5,9,9,7,0,0,18,10,9,10,7,0,0,17,7,13,4,14,0,0,18,9,10,16,10,0,0,19,13,4,11,0,18,21,17,0,0,0,26,23,15,12,12,0,21,15,11,6,14,0,0,18,15,10,10,14,0,22,17,9,7,12,0,0,22,16,12,11,10,0,0,23,10,10,11,4,0,18,23,16,7,13,0,0,20,20,14,10,7,0,1,25,23
Metropolitana de Santiago,13,San Pedro,13505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,San Ramón,13131,0,0,22,9,6,3,17,0,21,9,11,6,7,0,14,7,3,3,7,0,16,7,11,9,8,22,2,10,7,5,0,12,7,3,6,7,0,0,23,8,4,7,9,0,20,9,5,4,15,0,21,8,11,4,7,0,17,14,7,3,1,0,10,11,4,8,9,0,16,9,12,10,8,15,9,12,8,0,0,29,6,11,9,13,0,24,14,2,11,8,0,31,5,3,3,8,0,20,7,6,7,8,0,17,12,9,4,12,24,7,13,10,8,0,12,11,11,11,0,14,13,2,6,9,19,14,7,7,11,21,9,7,3,7,0,14,6,11,8,12,0,0,19,9,7,10,0,23,11,9,3,0,6,10,4,6,8,0,22,10,9,5,0,0,18,5,8,1,5,0,13,11,10,8,1,0,12,12,11,2,4,0,18,7,5,11,10,23,8,5,8,10,0,20,8,5,4,10,0,22,2,3,10,7,0,19,4,8,9,7,0,19,5,2,7,17,6,9,7,8,0,21,6,11,8,8,0,12,7,6,4,2,0,0,12,14,6,6,0,0,29,9,5,6,4,0,23,9,7,9,9,0,0,15,8,5,6,0,14,18,11,6,7,26,8,8,6,6,0,17,6,5,4,7,0,0,25,7,11,6,15,0,0,11,11,0,11,8,0,21,10,9,5,10,0,0,21,6,5,10,6,0,13,12,6,6,6,17,12,7,5,4,0,22,7,8,5,4,0,21,9,6,7,5,0,19,8,9,4,14,0,17,15,10,7,8,0,11,12,8,6,10,0,17,6,9,8,6,0,0,17,9,6,11,13,0,14,7,10,7,14,0,16,10,3,7,11,0,0,22,6,11,10,14,0,0,30,5,3,11,21,0,0,17,12,8,1,10,0,0,18,5,13,2,7,0,0,14,8,9,8,0,23,9,10,0,0,0,24,18,8,9,13,0,18,11,11,5,9,0,0,19,9,8,8,6,0,19,14,15,6,10,0,0,16,12,5,6,9,0,0,18,8,9,3,7,0,17,6,12,5,8,0,0,16,17,6,11,3,0,0,26,21
Metropolitana de Santiago,13,Santiago,13101,4,1,93,61,41,60,47,1,93,56,32,43,45,1,71,49,35,47,55,2,72,44,44,50,47,68,47,39,31,41,0,54,38,37,23,46,1,0,50,39,25,23,36,2,60,37,28,31,36,0,49,35,37,37,43,0,64,38,33,31,24,1,54,32,49,35,44,1,66,49,44,42,44,64,46,30,36,0,0,62,49,50,32,40,4,49,44,38,26,46,0,60,36,39,32,37,2,67,42,28,28,35,1,50,36,31,35,32,63,40,37,29,33,0,68,43,34,38,1,75,49,35,29,43,75,38,37,31,43,84,42,37,36,41,1,66,39,44,36,35,2,0,79,40,46,45,1,77,61,38,39,2,72,59,37,35,54,2,66,43,38,37,3,0,69,56,44,30,49,1,66,43,44,41,36,1,73,37,32,37,36,3,73,46,47,37,42,76,46,25,40,28,0,65,46,43,30,37,1,64,60,37,50,55,3,75,58,57,45,45,1,76,66,42,60,103,49,49,47,57,0,84,64,48,38,54,1,97,52,55,48,70,2,1,95,45,41,40,1,1,61,56,42,34,58,1,73,40,65,37,53,1,0,112,45,54,43,1,80,66,45,36,64,71,66,44,43,47,2,81,44,62,43,52,1,1,98,49,55,47,40,2,1,84,58,1,70,52,6,89,45,32,49,44,10,0,85,47,53,53,24,4,91,46,51,53,15,67,57,41,41,44,0,70,41,45,39,48,3,64,51,37,36,50,5,80,48,39,38,51,5,91,67,51,38,31,4,74,62,43,36,46,2,83,50,41,45,54,0,2,70,54,57,32,62,6,59,41,50,45,39,4,82,61,53,48,35,7,2,88,47,42,42,46,4,0,108,56,41,47,51,6,0,87,47,31,54,55,2,1,101,68,50,43,65,7,0,80,50,67,55,0,105,65,49,0,4,1,122,79,63,50,63,2,83,67,56,64,52,9,1,72,62,56,50,38,5,71,50,45,63,61,1,1,77,73,45,55,46,3,1,95,55,42,34,51,6,82,51,53,43,71,6,1,69,66,46,43,40,3,0,67,67
Metropolitana de Santiago,13,Talagante,13601,0,0,7,1,6,4,6,0,5,11,9,4,4,0,13,5,3,3,5,0,7,8,4,4,3,9,1,3,4,8,0,14,3,5,2,7,0,0,5,6,5,5,10,0,13,6,4,9,3,0,4,2,2,8,7,0,4,4,8,4,2,0,0,3,3,2,2,0,9,2,5,6,5,6,4,0,2,0,0,6,2,4,2,3,0,9,4,5,3,5,0,6,2,7,1,3,0,6,7,7,0,4,0,8,5,5,2,2,6,3,3,3,5,0,7,5,2,2,0,8,4,2,4,4,8,2,5,0,2,12,4,2,3,4,0,6,8,2,1,2,0,0,7,5,5,2,0,8,6,6,3,0,6,7,6,3,2,0,4,3,6,3,0,0,8,4,6,6,2,0,7,3,0,2,3,0,5,6,2,0,0,0,7,3,0,2,3,8,7,5,2,0,0,9,5,4,4,3,0,9,1,8,2,4,0,6,3,3,4,4,0,7,5,4,1,12,10,3,8,5,0,6,7,4,4,6,0,8,2,3,1,1,0,1,13,8,2,8,0,0,2,7,1,2,6,0,7,1,3,1,3,0,0,14,4,5,3,0,10,4,5,3,2,9,5,7,4,2,0,5,12,5,2,2,0,0,5,2,2,6,3,0,0,8,6,0,3,4,0,7,4,2,4,5,0,0,9,6,2,3,0,0,7,7,2,3,1,4,6,1,6,5,0,12,1,1,3,4,0,5,2,6,3,5,0,3,3,6,1,2,0,1,6,3,3,4,0,6,6,2,4,5,0,3,3,3,2,5,0,0,7,7,4,2,4,0,3,6,5,2,3,0,4,4,4,2,3,0,0,3,6,4,6,6,0,0,8,5,0,6,2,0,0,5,5,0,3,2,0,0,5,8,3,5,3,0,0,9,4,5,4,0,4,5,1,0,0,0,8,4,3,5,6,0,4,8,3,3,5,0,0,3,5,0,1,4,0,8,5,2,2,1,0,0,5,6,7,3,6,0,0,14,4,3,4,8,0,4,2,4,1,8,0,0,3,5,1,4,2,0,0,5,6
Metropolitana de Santiago,13,Tiltil,13303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Vitacura,13132,0,0,24,17,23,20,20,0,24,27,14,12,12,0,24,21,12,13,15,0,20,14,12,10,18,26,23,18,9,28,0,20,19,16,15,16,0,0,30,17,7,11,13,0,18,16,16,13,19,0,20,15,15,11,19,0,20,13,15,7,17,0,22,16,16,18,14,0,15,22,20,11,22,23,11,11,26,0,0,30,16,18,11,19,0,38,12,9,16,16,0,31,25,12,5,22,0,29,20,10,16,24,0,32,13,15,13,19,30,18,13,15,28,0,18,18,18,14,0,30,16,14,14,22,26,16,18,14,24,12,14,22,17,15,0,24,23,17,12,21,0,0,30,21,14,15,0,45,21,16,23,0,38,14,19,15,24,0,33,18,13,22,0,0,33,20,13,9,23,0,27,10,14,13,23,0,34,21,15,15,25,0,20,17,17,15,22,32,18,15,18,19,0,24,13,21,18,15,0,28,16,20,15,19,0,22,19,24,20,23,0,33,28,14,23,36,21,15,15,10,0,22,17,19,17,21,0,25,16,20,7,14,0,0,33,20,8,19,0,0,16,23,14,16,12,0,19,17,11,15,24,0,0,34,18,13,16,0,25,16,13,15,15,26,17,11,13,16,0,30,21,13,14,13,0,0,25,8,15,15,15,0,0,25,24,0,18,17,0,27,12,13,15,12,0,0,20,17,12,9,8,0,25,9,10,16,7,26,17,9,8,16,0,13,13,9,15,23,0,20,13,11,14,9,0,26,11,5,12,12,0,28,13,20,12,14,0,26,14,11,6,23,0,25,7,8,12,9,0,0,23,18,12,6,17,0,20,16,9,12,11,0,30,16,20,14,10,0,0,24,20,10,14,17,0,0,24,15,9,10,14,0,0,25,19,8,13,18,0,0,19,14,11,12,12,0,0,15,15,17,17,0,29,21,10,0,0,0,44,28,22,22,14,0,31,18,14,18,18,0,0,18,9,13,22,13,0,19,6,10,10,13,0,0,22,10,18,16,14,0,0,10,18,13,9,14,0,17,15,15,14,16,0,0,18,20,9,11,9,0,0,17,11
Metropolitana de Santiago,13,Ñuñoa,13120,0,0,4,2,1,1,1,0,3,2,1,0,6,0,6,1,1,3,2,0,4,2,0,0,2,0,0,2,2,1,0,0,1,4,2,1,0,0,2,2,1,1,1,0,2,1,3,1,2,0,2,2,3,3,3,0,3,3,3,4,1,0,1,4,4,0,3,0,2,0,0,2,2,2,1,1,0,0,0,2,0,1,1,2,0,4,1,0,3,0,0,4,2,1,2,2,0,4,2,2,1,0,0,5,3,1,0,1,1,3,2,1,3,0,1,1,0,1,0,1,3,1,3,2,2,0,1,1,4,2,1,1,0,3,0,0,1,2,2,2,0,0,0,2,1,4,0,2,4,0,1,0,4,0,2,1,1,0,2,4,4,2,0,0,4,1,3,1,1,0,3,1,2,2,0,0,4,2,0,2,1,0,3,1,0,0,0,1,5,2,3,1,0,1,0,0,2,2,0,4,2,2,0,3,0,3,2,3,1,2,0,3,0,1,1,7,4,1,3,3,0,2,1,0,4,0,0,2,2,3,2,3,0,0,3,3,1,1,0,0,5,2,1,1,3,0,2,5,1,3,2,0,1,4,0,3,6,0,1,2,1,1,5,3,1,0,1,3,0,0,2,2,1,1,0,0,4,2,0,4,0,0,0,5,1,0,1,5,0,3,4,4,2,3,0,0,1,4,5,2,0,0,3,0,3,2,1,2,2,3,1,4,0,0,1,5,2,2,0,3,3,2,3,5,0,3,4,1,2,2,0,0,2,0,0,1,0,3,1,0,2,2,0,1,2,0,2,3,0,0,2,3,2,2,1,0,0,1,2,2,2,0,1,2,0,2,1,0,0,2,3,2,0,3,0,0,7,2,0,1,5,0,0,5,4,1,1,2,0,0,2,3,1,1,0,0,0,0,2,1,3,0,3,2,2,3,0,0,3,2,1,2,3,0,3,2,5,3,0,0,0,1,3,2,2,1,0,2,2,0,0,2,0,0,1,4,1,3,1,0,0,0,1,2,2,2,0,4,0,0,0,2,0,0,2,0,1,2,6,0,0,1,1
Tarapacá,1,Alto Hospicio,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
