region,idc,puntaje,nem,ingreso2,vacantes,ingreso,year,stem,area
7,27728,,,,50,58,2016,0,Health
7,16331,,,,30,88,2016,0,Health
9,27238,,,,,3,2016,0,Health
5,27503,,,,30,57,2016,0,Health
10,27478,,,,,7,2016,0,Health
11,24703,,,,,24,2016,0,Health
11,24704,,,,20,23,2016,0,Health
10,14175,,,,20,59,2016,0,Health
10,22271,,,,20,23,2016,0,Health
9,22147,,,,,5,2016,0,Health
5,27411,,,,15,16,2016,0,Health
5,27413,,,,20,38,2016,0,Health
14,22374,,,,25,54,2016,0,Health
10,24561,,,,20,40,2016,0,Health
5,32909,,,,15,30,2016,0,Health
14,18973,,,,,5,2016,0,Health
3,33517,,,,,9,2016,0,Health
10,33516,,,,20,23,2016,0,Health
10,33518,,,,,24,2016,0,Health
14,33514,,,,20,32,2016,0,Health
11,13585,,,,140,400,2016,0,Health
10,13871,,,,300,757,2016,0,Health
10,13646,,,,105,342,2016,0,Health
11,16538,,,,40,103,2016,0,Health
11,18425,,,,30,27,2016,0,Health
10,16612,,,,40,79,2016,0,Health
10,18424,,,,30,19,2016,0,Health
9,29044,,,,25,114,2016,0,Health
14,29041,,,,25,95,2016,0,Health
12,29028,,,,,15,2016,0,Health
6,29008,,,,25,8,2016,0,Health
6,29030,,,,25,30,2016,0,Health
14,29013,,,,,116,2016,0,Health
14,29015,,,,,66,2016,0,Health
10,18742,,,,25,40,2016,0,Health
10,21662,,,,25,16,2016,0,Health
7,22004,,,,25,100,2016,0,Health
7,22005,,,,25,74,2016,0,Health
6,31002,,,,,20,2016,0,Health
7,33536,,,327,120,389,2016,0,Health
7,33540,,,,45,188,2016,0,Health
7,31177,,,,160,313,2016,0,Health
7,31179,,,,160,315,2016,0,Health
7,19841,,,,68,367,2016,0,Health
7,26567,,,,48,150,2016,0,Health
10,17528,,,,77,179,2016,0,Health
5,26193,,,,45,101,2016,0,Health
7,26496,,,,48,169,2016,0,Health
8,15623,,,,35,121,2016,0,Health
7,22714,,,,57,175,2016,0,Health
6,26192,,,,58,154,2016,0,Health
5,31279,,,,,17,2016,0,Health
3,32776,,,,21,14,2016,0,Health
3,11689,,,,69,103,2016,0,Health
3,11690,,,,54,83,2016,0,Health
3,11691,,,,69,128,2016,0,Health
3,19054,,,,72,147,2016,0,Health
3,11687,,,,34,99,2016,0,Health
3,11688,,,,27,63,2016,0,Health
3,11686,,,,31,81,2016,0,Health
3,15483,,,,,18,2016,0,Health
10,29104,,,,39,65,2016,0,Health
10,11699,,,,80,255,2016,0,Health
10,11698,,,,80,233,2016,0,Health
10,11700,,,,80,231,2016,0,Health
10,35426,,,,41,88,2016,0,Health
10,35414,,,,44,106,2016,0,Health
10,29105,,,,32,39,2016,0,Health
7,32799,,,,60,36,2016,0,Health
7,32803,,,,,40,2016,0,Health
7,32820,,,,60,40,2016,0,Health
7,35329,,,,30,32,2016,0,Health
7,35330,,,,,33,2016,0,Health
7,35328,,,,30,32,2016,0,Health
9,11704,,,,47,95,2016,0,Health
9,11701,,,,68,121,2016,0,Health
9,11702,,,,48,94,2016,0,Health
9,35340,,,,20,18,2016,0,Health
9,35339,,,,20,25,2016,0,Health
9,12003,,,,49,183,2016,0,Health
10,29089,,,,48,107,2016,0,Health
10,22945,,,,45,127,2016,0,Health
10,22946,,,,46,124,2016,0,Health
10,22948,,,,46,118,2016,0,Health
14,26463,,,,35,94,2016,0,Health
14,26461,,,,37,102,2016,0,Health
14,29079,,,,40,83,2016,0,Health
14,26460,,,,37,104,2016,0,Health
14,26462,,,,,64,2016,0,Health
7,26493,,,,40,6,2016,0,Health
7,26532,,,,170,449,2016,0,Health
7,26531,,,,110,261,2016,0,Health
7,26494,,,,111,327,2016,0,Health
7,26495,,,,46,100,2016,0,Health
7,26535,,,,47,112,2016,0,Health
7,26534,,,,158,365,2016,0,Health
7,26533,,,,116,275,2016,0,Health
14,11707,,,,73,164,2016,0,Health
14,11705,,,,38,75,2016,0,Health
14,11706,,,,103,248,2016,0,Health
14,15503,,,,74,182,2016,0,Health
14,28598,,,,133,318,2016,0,Health
8,21597,,,,30,77,2016,0,Health
8,11717,,,,88,192,2016,0,Health
8,11714,,,,46,60,2016,0,Health
8,11716,,,,89,208,2016,0,Health
8,11718,,,,87,189,2016,0,Health
8,11719,,,,32,84,2016,0,Health
6,22972,,,,49,134,2016,0,Health
6,22968,,,,47,130,2016,0,Health
6,22971,,,,47,119,2016,0,Health
6,22953,,,,47,111,2016,0,Health
8,11708,,,,35,48,2016,0,Health
8,11710,,,,44,117,2016,0,Health
8,15523,,,,45,103,2016,0,Health
8,11709,,,,40,110,2016,0,Health
8,15524,,,,25,114,2016,0,Health
7,26023,,,,122,282,2016,0,Health
7,26024,,,,137,301,2016,0,Health
7,26019,,,,157,340,2016,0,Health
7,29158,,,,45,55,2016,0,Health
7,29489,,,,38,120,2016,0,Health
7,35348,,,,45,41,2016,0,Health
7,26194,,,,67,153,2016,0,Health
7,26566,,,,41,63,2016,0,Health
7,19799,,,,77,112,2016,0,Health
7,19805,,,,136,362,2016,0,Health
7,19880,,,,134,357,2016,0,Health
7,19882,,,,70,137,2016,0,Health
7,35368,,,,60,71,2016,0,Health
7,22709,,,,69,250,2016,0,Health
9,26025,,,,36,100,2016,0,Health
9,26022,,,,36,129,2016,0,Health
9,26020,,,,35,111,2016,0,Health
9,29103,,,,,38,2016,0,Health
9,26021,,,,36,91,2016,0,Health
12,19796,,,,24,54,2016,0,Health
12,19239,,,,,60,2016,0,Health
12,19240,,,,,39,2016,0,Health
12,19238,,,,47,105,2016,0,Health
12,22708,,,,,20,2016,0,Health
12,29488,,,,,10,2016,0,Health
6,26464,,,,107,136,2016,0,Health
6,26465,,,,112,182,2016,0,Health
6,26467,,,,99,149,2016,0,Health
6,26466,,,,68,98,2016,0,Health
6,35377,,,,20,36,2016,0,Health
6,35378,,,,20,40,2016,0,Health
6,15541,,,,89,197,2016,0,Health
6,11695,,,,88,228,2016,0,Health
6,11696,,,,88,212,2016,0,Health
6,35353,,,,40,44,2016,0,Health
6,19055,,,,51,195,2016,0,Health
10,31264,,,,36,63,2016,0,Health
10,31263,,,,44,114,2016,0,Health
5,31280,,,,54,116,2016,0,Health
5,31274,,,,89,192,2016,0,Health
5,31276,,,,30,56,2016,0,Health
5,31282,,,,53,143,2016,0,Health
5,31271,,,,49,103,2016,0,Health
7,32727,,,,29,44,2016,0,Health
7,32751,,,,33,39,2016,0,Health
8,31682,,,,30,43,2016,0,Health
8,31260,,,,,20,2016,0,Health
8,31283,,,,35,83,2016,0,Health
8,32758,,,,25,36,2016,0,Health
8,32755,,,,24,43,2016,0,Health
7,32791,,,,36,9,2016,0,Health
7,31278,,,,183,422,2016,0,Health
9,32704,,,,35,49,2016,0,Health
7,32753,,,,30,52,2016,0,Health
10,31285,,,,,28,2016,0,Health
7,28491,,,,46,92,2016,0,Health
8,28527,,,,33,86,2016,0,Health
7,26485,,,,,1,2016,0,Health
7,26536,,,,,1,2016,0,Health
7,35366,,,,54,92,2016,0,Health
10,22919,,,,57,137,2016,0,Health
10,32708,,,,19,27,2016,0,Health
7,5899,,,,107,306,2016,0,Health
7,11724,,,,44,95,2016,0,Health
7,26197,,,,48,147,2016,0,Health
7,32762,,,,40,53,2016,0,Health
7,5955,,,,87,194,2016,0,Health
7,11725,,,,62,109,2016,0,Health
7,26199,,,,53,127,2016,0,Health
7,32785,,,,47,62,2016,0,Health
7,26530,,,,,87,2016,0,Health
10,19806,,,,37,84,2016,0,Health
10,32716,,,,16,23,2016,0,Health
7,9776,,,,97,244,2016,0,Health
7,9777,,,,44,73,2016,0,Health
7,26198,,,,47,120,2016,0,Health
7,32777,,,,25,32,2016,0,Health
6,22909,,,,49,110,2016,0,Health
6,35350,,,,20,23,2016,0,Health
9,35338,,,,20,17,2016,0,Health
7,26500,,,,38,66,2016,0,Health
7,35365,,,,24,25,2016,0,Health
6,35374,,,,20,21,2016,0,Health
7,26552,,,,69,161,2016,0,Health
7,11824,,,,60,156,2016,0,Health
7,10427,,,,60,97,2016,0,Health
7,16205,,,,30,8,2016,0,Health
7,15713,,,,90,182,2016,0,Health
7,16755,,,,80,118,2016,0,Health
7,23778,,,,30,27,2016,0,Health
7,23777,,,,30,57,2016,0,Health
5,18948,,,,,258,2016,0,Health
7,22412,,,,,70,2016,0,Health
7,22524,,,,,57,2016,0,Health
7,9660,,,,,229,2016,0,Health
7,9661,,,,,200,2016,0,Health
12,24487,,,,,102,2016,0,Health
12,24538,,,,,51,2016,0,Health
5,18949,,,,,258,2016,0,Health
8,16199,,,,,228,2016,0,Health
8,16198,,,,,29,2016,0,Health
7,22388,,,,,122,2016,0,Health
7,22527,,,,,9,2016,0,Health
7,9668,,,,,589,2016,0,Health
7,9669,,,,,110,2016,0,Health
12,24527,,,,,146,2016,0,Health
5,22336,,,,,195,2016,0,Health
7,9674,,,,,436,2016,0,Health
7,9675,,,,,277,2016,0,Health
5,22343,,,,,149,2016,0,Health
5,22344,,,,,92,2016,0,Health
8,16200,,,,,119,2016,0,Health
8,16201,,,,,124,2016,0,Health
7,22348,,,,,71,2016,0,Health
7,22345,,,,,115,2016,0,Health
7,22346,,,,,161,2016,0,Health
7,22347,,,,,219,2016,0,Health
12,26217,,,,,530,2016,0,Health
5,24484,,,,,117,2016,0,Health
8,30932,,,,,55,2016,0,Health
7,24486,,,,,53,2016,0,Health
7,22380,,,,,109,2016,0,Health
7,22369,,,,,56,2016,0,Health
12,24530,,,,,82,2016,0,Health
12,24529,,,,,48,2016,0,Health
8,34306,,,,,17,2016,0,Health
5,26734,,,,,246,2016,0,Health
8,26416,,,,,281,2016,0,Health
7,30942,,,,,138,2016,0,Health
7,9666,,,,,685,2016,0,Health
7,9667,,,,,56,2016,0,Health
12,24526,,,,,321,2016,0,Health
12,32677,,,,,48,2016,0,Health
7,28825,,,,,12,2016,0,Health
7,21042,,,,,12,2016,0,Health
7,21026,,,,20,17,2016,0,Health
7,21033,,,,25,17,2016,0,Health
7,21039,,,,25,37,2016,0,Health
7,21040,,,,25,35,2016,0,Health
9,21041,,,,20,7,2016,0,Health
9,21038,,,,20,32,2016,0,Health
4,33948,,,,20,44,2016,0,Health
4,33944,,,,20,51,2016,0,Health
7,28816,,,,,2,2016,0,Health
7,28800,,,,,29,2016,0,Health
7,34186,,,,25,29,2016,0,Health
9,34160,,,,35,31,2016,0,Health
7,7817,,,,400,1615,2016,0,Health
7,33646,,,,30,35,2016,0,Health
7,33650,,,,30,15,2016,0,Health
7,22505,,,,20,51,2016,0,Health
7,30099,,,,20,36,2016,0,Health
7,27361,,,,25,91,2016,0,Health
7,31993,,,,20,34,2016,0,Health
7,32001,,,,20,26,2016,0,Health
7,31999,,,,25,47,2016,0,Health
7,31989,,,,25,29,2016,0,Health
7,27687,,,,,19,2016,0,Health
7,27688,,,,,9,2016,0,Health
7,32003,,,,30,28,2016,0,Health
7,31991,,,,30,62,2016,0,Health
7,13666,,,,45,107,2016,0,Health
7,13668,,,,45,111,2016,0,Health
7,13663,,,,45,102,2016,0,Health
7,13664,,,,45,108,2016,0,Health
12,35749,,,,40,40,2016,0,Health
12,17468,,,,40,230,2016,0,Health
12,33775,,,,40,18,2016,0,Health
12,33777,,,,40,23,2016,0,Health
3,8044,,,,60,166,2016,0,Health
3,16946,,,,30,65,2016,0,Health
1,8035,,,,130,319,2016,0,Health
11,8289,,,,90,249,2016,0,Health
10,8277,,,,230,579,2016,0,Health
4,12534,,,,55,158,2016,0,Health
9,8340,,,,100,274,2016,0,Health
9,15776,,,,85,197,2016,0,Health
7,22461,,,,150,300,2016,0,Health
7,22462,,,,90,231,2016,0,Health
2,8040,,,,60,138,2016,0,Health
5,8054,,,,90,220,2016,0,Health
5,20809,,,,30,59,2016,0,Health
10,8356,,,,80,231,2016,0,Health
14,8359,,,,100,254,2016,0,Health
14,15774,,,,50,127,2016,0,Health
5,8057,,,,100,283,2016,0,Health
14,8293,,,,160,427,2016,0,Health
16,8472,,,,50,100,2016,0,Health
16,11949,,,,30,86,2016,0,Health
8,8070,,,,100,254,2016,0,Health
7,15779,,,,330,807,2016,0,Health
7,8303,,,,220,519,2016,0,Health
7,12014,,,,200,392,2016,0,Health
7,15778,,,,180,453,2016,0,Health
9,8311,,,,170,438,2016,0,Health
9,16075,,,,75,182,2016,0,Health
12,8282,,,,90,308,2016,0,Health
13,8463,,,,85,216,2016,0,Health
6,8065,,,,175,453,2016,0,Health
6,19486,,,,60,130,2016,0,Health
2,35441,,,,25,18,2016,0,Health
7,30076,,,,60,55,2016,0,Health
7,30082,,,,60,55,2016,0,Health
10,19490,,,,30,63,2016,0,Health
2,19508,,,,40,84,2016,0,Health
7,16948,,,,40,79,2016,0,Health
13,16971,,,,30,73,2016,0,Health
3,32084,,,,30,41,2016,0,Health
10,34506,,,,25,22,2016,0,Health
7,32072,,,,30,43,2016,0,Health
7,34502,,,,25,26,2016,0,Health
12,32071,,,,30,57,2016,0,Health
12,29596,,,,35,75,2016,0,Health
13,29588,,,,35,68,2016,0,Health
11,22707,,,,25,99,2016,0,Health
2,16930,,,,35,103,2016,0,Health
7,15783,,,,180,410,2016,0,Health
7,15780,,,,160,370,2016,0,Health
7,15785,,,,90,233,2016,0,Health
12,15781,,,,45,106,2016,0,Health
13,16929,,,,40,106,2016,0,Health
6,15782,,,,80,175,2016,0,Health
6,22705,,,,,36,2016,0,Health
11,23128,,,,22,64,2016,0,Health
11,11945,,,,22,62,2016,0,Health
10,10480,,,,30,98,2016,0,Health
14,19482,,,,20,55,2016,0,Health
16,13506,,,,24,52,2016,0,Health
8,11959,,,,30,67,2016,0,Health
7,15792,,,,30,70,2016,0,Health
7,15794,,,,30,78,2016,0,Health
12,12018,,,,36,79,2016,0,Health
13,12480,,,,24,44,2016,0,Health
13,19504,,,,,5,2016,0,Health
9,25332,,,,,1,2016,0,Health
9,29580,,,,25,63,2016,0,Health
2,26625,,,,,9,2016,0,Health
14,26626,,,,20,59,2016,0,Health
14,25331,,,,30,81,2016,0,Health
9,26691,,,,,3,2016,0,Health
9,29595,,,,25,48,2016,0,Health
3,17770,,,,,32,2016,0,Health
1,24652,,,,,10,2016,0,Health
1,7909,,,,,6,2016,0,Health
3,7929,,,,,15,2016,0,Health
11,11303,,,,80,248,2016,0,Health
4,7939,,,,60,186,2016,0,Health
15,29691,,,,20,83,2016,0,Health
9,11972,,,,,47,2016,0,Health
2,18542,,,,,1,2016,0,Health
5,11325,,,,50,171,2016,0,Health
10,24653,,,,,92,2016,0,Health
7,8144,,,,56,130,2016,0,Health
14,17732,,,,65,190,2016,0,Health
14,8199,,,,,52,2016,0,Health
16,8184,,,,60,153,2016,0,Health
8,8164,,,,,57,2016,0,Health
7,8150,,,,180,459,2016,0,Health
9,8581,,,,62,184,2016,0,Health
10,8731,,,,,66,2016,0,Health
12,8230,,,,,130,2016,0,Health
13,8175,,,,59,181,2016,0,Health
6,7955,,,,50,157,2016,0,Health
7,33918,,,,15,7,2016,0,Health
7,32136,,,,,11,2016,0,Health
13,9421,,,,,38,2016,0,Health
13,33919,,,,21,22,2016,0,Health
14,22621,,,,35,148,2016,0,Health
14,20701,,,,35,145,2016,0,Health
14,33664,,,,30,24,2016,0,Health
7,16914,,,,130,143,2016,0,Health
7,17472,,,,100,137,2016,0,Health
7,33597,,,,25,34,2016,0,Health
5,9096,,,,,110,2016,0,Health
10,17056,,,,,102,2016,0,Health
6,33687,,,,50,118,2016,0,Health
6,33685,,,,30,59,2016,0,Health
6,33688,,,,30,19,2016,0,Health
6,33683,,,,30,18,2016,0,Health
7,16589,,,,40,72,2016,0,Health
7,16590,,,,20,42,2016,0,Health
7,12120,,,,125,263,2016,0,Health
7,14402,,,,35,91,2016,0,Health
7,26126,,,,100,125,2016,0,Health
7,26125,,,,130,168,2016,0,Health
7,16872,,,,180,279,2016,0,Health
7,16873,,,,300,407,2016,0,Health
7,21014,,,,90,39,2016,0,Health
7,26124,,,,30,26,2016,0,Health
7,26123,,,,30,18,2016,0,Health
7,16870,,,,60,56,2016,0,Health
7,16871,,,,70,43,2016,0,Health
9,26081,,,,70,181,2016,0,Health
9,19052,,,,90,254,2016,0,Health
9,26082,,,,90,201,2016,0,Health
7,31842,,,,210,318,2016,0,Health
7,31841,,,,60,58,2016,0,Health
6,10035,,,,35,61,2016,0,Health
6,26001,,,,35,72,2016,0,Health
6,35827,,,,35,103,2016,0,Health
10,23708,,,,15,35,2016,0,Health
10,23791,,,,15,94,2016,0,Health
6,23710,,,,15,47,2016,0,Health
6,23797,,,,15,58,2016,0,Health
6,25508,,,,15,51,2016,0,Health
6,20802,,,,15,60,2016,0,Health
12,23709,,,,15,198,2016,0,Health
12,23788,,,,15,47,2016,0,Health
6,23789,,,,,5,2016,0,Health
1,31723,,,,120,101,2016,0,Health
1,23802,,,,60,333,2016,0,Health
12,31715,,,,30,46,2016,0,Health
12,30901,,,,30,75,2016,0,Health
12,28286,,,,80,136,2016,0,Health
12,23230,,,,40,123,2016,0,Health
9,21146,,,,40,108,2016,0,Health
9,20980,,,,40,88,2016,0,Health
9,28852,,,,40,57,2016,0,Health
4,26311,,,,40,13,2016,0,Health
4,21224,,,,40,126,2016,0,Health
13,12650,,,,60,77,2016,0,Health
7,7435,725,720,90,87,515,2015,0,Health
7,7436,683,684,49,44,301,2015,0,Health
7,7437,714,707,43,40,315,2015,0,Health
7,7438,800,771,166,165,1526,2015,0,Health
7,7439,690,697,50,45,288,2015,0,Health
7,7440,717,722,82,82,476,2015,0,Health
7,7443,728,714,87,90,747,2015,0,Health
7,7426,681,660,143,140,879,2015,0,Health
7,7441,725,716,80,80,464,2015,0,Health
7,7442,709,714,47,42,299,2015,0,Health
7,26573,669,690,57,55,177,2015,0,Health
7,23779,695,708,81,75,334,2015,0,Health
7,1177,809,792,90,88,855,2015,0,Health
7,23987,680,697,60,55,253,2015,0,Health
7,16223,735,749,61,60,411,2015,0,Health
7,1201,687,700,76,70,513,2015,0,Health
11,26315,646,664,60,60,181,2015,0,Health
10,1370,702,722,109,105,548,2015,0,Health
10,26314,652,698,63,60,179,2015,0,Health
10,1424,646,688,61,58,302,2015,0,Health
10,1519,649,675,64,70,332,2015,0,Health
10,1380,778,768,108,108,829,2015,0,Health
10,1381,632,665,61,65,328,2015,0,Health
10,1382,663,694,105,100,520,2015,0,Health
10,1383,718,744,74,80,487,2015,0,Health
10,1388,648,678,87,85,570,2015,0,Health
10,1428,688,716,74,75,359,2015,0,Health
6,1613,625,623,57,45,338,2015,0,Health
7,1837,719,715,63,65,395,2015,0,Health
7,1836,786,759,76,60,552,2015,0,Health
7,1838,708,710,61,50,338,2015,0,Health
7,27030,680,685,43,40,129,2015,0,Health
14,27122,556,635,56,50,162,2015,0,Health
13,2007,604,691,58,55,335,2015,0,Health
14,2022,566,583,65,60,373,2015,0,Health
13,13977,564,636,55,50,276,2015,0,Health
13,2008,758,747,65,64,463,2015,0,Health
13,2009,572,687,46,43,265,2015,0,Health
13,10027,667,695,68,65,406,2015,0,Health
13,1991,605,641,62,55,361,2015,0,Health
14,2019,567,600,62,60,348,2015,0,Health
13,2024,616,637,52,50,281,2015,0,Health
5,2185,689,704,29,28,156,2015,0,Health
5,2184,654,676,31,30,177,2015,0,Health
5,2178,740,750,58,50,417,2015,0,Health
5,2186,637,681,27,25,109,2015,0,Health
3,2160,573,572,47,40,247,2015,0,Health
5,6416,646,684,45,45,276,2015,0,Health
5,26323,611,641,46,45,122,2015,0,Health
5,26325,672,695,60,60,163,2015,0,Health
4,15826,601,613,55,40,298,2015,0,Health
4,29781,512,516,50,40,110,2015,0,Health
4,29790,521,506,40,40,40,2015,0,Health
4,29794,573,578,58,40,111,2015,0,Health
6,8848,683,709,37,35,227,2015,0,Health
6,2207,718,725,67,60,339,2015,0,Health
6,2252,604,623,42,35,183,2015,0,Health
6,2204,648,663,41,40,249,2015,0,Health
6,2241,654,684,55,50,274,2015,0,Health
6,8847,750,750,26,25,203,2015,0,Health
6,2197,771,756,60,53,466,2015,0,Health
6,2213,655,671,48,50,307,2015,0,Health
6,13533,651,674,24,20,136,2015,0,Health
6,2208,673,699,96,97,370,2015,0,Health
6,2201,715,731,71,70,543,2015,0,Health
6,2198,665,680,59,55,358,2015,0,Health
6,2253,657,673,21,22,135,2015,0,Health
6,2222,706,713,52,50,239,2015,0,Health
3,21853,603,630,79,60,116,2015,0,Health
3,2271,645,681,43,50,312,2015,0,Health
3,28876,577,599,26,30,127,2015,0,Health
3,2273,576,603,40,50,312,2015,0,Health
3,2295,726,749,37,40,393,2015,0,Health
3,18657,568,585,27,45,228,2015,0,Health
3,2274,617,667,39,50,283,2015,0,Health
3,2298,666,700,51,65,421,2015,0,Health
3,31530,584,600,26,30,35,2015,0,Health
12,2517,689,708,71,61,330,2015,0,Health
12,13944,620,658,61,50,306,2015,0,Health
12,2518,606,628,52,51,282,2015,0,Health
12,2519,759,758,67,56,472,2015,0,Health
12,2520,605,631,49,42,223,2015,0,Health
12,2521,654,699,45,40,234,2015,0,Health
12,2522,687,710,73,70,466,2015,0,Health
12,31221,,,,,86,2015,0,Health
12,19556,621,651,53,41,236,2015,0,Health
15,28881,561,563,22,30,63,2015,0,Health
16,11021,610,653,63,60,477,2015,0,Health
16,28882,532,560,28,35,84,2015,0,Health
16,2618,547,556,26,35,225,2015,0,Health
16,28879,710,727,46,45,94,2015,0,Health
16,28878,562,585,41,35,117,2015,0,Health
16,31041,,,,,13,2015,0,Health
16,31035,,,,25,50,2015,0,Health
16,31774,,,,12,134,2015,0,Health
16,2619,550,574,26,30,131,2015,0,Health
9,24764,682,718,66,60,295,2015,0,Health
9,2770,630,669,51,60,356,2015,0,Health
9,2769,649,676,53,60,297,2015,0,Health
9,17091,753,762,68,60,509,2015,0,Health
9,24763,622,653,60,60,238,2015,0,Health
9,2749,698,720,68,65,566,2015,0,Health
9,2747,675,698,59,55,341,2015,0,Health
7,2115,654,634,90,93,602,2015,0,Health
7,27135,596,583,63,65,174,2015,0,Health
7,2113,736,700,65,67,554,2015,0,Health
7,24771,633,624,62,63,243,2015,0,Health
7,2114,638,627,71,75,477,2015,0,Health
7,16737,549,530,135,145,867,2015,0,Health
7,18274,,,,,81,2015,0,Health
7,31790,,,,30,36,2015,0,Health
7,31794,,,,30,12,2015,0,Health
7,18210,526,519,101,110,454,2015,0,Health
1,2804,597,614,96,100,660,2015,0,Health
2,29849,591,603,27,50,239,2015,0,Health
1,2822,586,592,42,60,332,2015,0,Health
2,26329,,,,,49,2015,0,Health
1,11749,588,596,52,50,250,2015,0,Health
2,26328,584,587,21,50,101,2015,0,Health
1,2825,596,612,56,50,299,2015,0,Health
1,11751,593,606,26,30,143,2015,0,Health
1,2848,629,680,34,30,307,2015,0,Health
2,2896,642,642,49,45,370,2015,0,Health
12,2944,625,625,56,45,311,2015,0,Health
2,28321,574,574,40,35,107,2015,0,Health
2,13474,567,567,41,50,288,2015,0,Health
12,13459,540,540,27,30,178,2015,0,Health
2,28320,663,663,69,50,153,2015,0,Health
7,13765,,,,,1,2015,0,Health
2,2902,554,554,28,25,177,2015,0,Health
3,17767,,,,,16,2015,0,Health
2,22555,,,,80,230,2015,0,Health
12,10901,,,,,124,2015,0,Health
3,31831,,,,35,35,2015,0,Health
12,31808,,,,50,53,2015,0,Health
7,20169,,,,,11,2015,0,Health
7,3000,641,615,36,45,244,2015,0,Health
6,29865,630,663,78,70,146,2015,0,Health
6,31839,570,587,69,50,70,2015,0,Health
6,3120,590,618,74,70,344,2015,0,Health
6,3176,575,593,74,70,273,2015,0,Health
6,29230,,,24,15,34,2015,0,Health
6,29226,,,9,15,9,2015,0,Health
6,3129,609,633,78,70,369,2015,0,Health
7,18398,619,631,72,65,329,2015,0,Health
7,2874,568,559,66,70,356,2015,0,Health
7,2872,721,722,86,75,628,2015,0,Health
7,2875,568,562,58,52,229,2015,0,Health
7,2873,629,638,65,70,556,2015,0,Health
3,31414,,,,50,616,2015,0,Health
3,24292,,,,50,91,2015,0,Health
3,31391,,,,50,49,2015,0,Health
11,31481,,,,50,94,2015,0,Health
11,29177,,,,50,194,2015,0,Health
10,31421,,,,50,112,2015,0,Health
10,31482,,,,50,120,2015,0,Health
5,31425,,,,50,88,2015,0,Health
10,5516,,,,50,17,2015,0,Health
10,31426,,,,50,134,2015,0,Health
8,31388,,,,50,47,2015,0,Health
8,29182,,,,50,11,2015,0,Health
3,24187,,,,50,241,2015,0,Health
8,24321,,,,50,4,2015,0,Health
3,31424,,,,50,12,2015,0,Health
10,31449,,,,50,39,2015,0,Health
7,5540,,,,50,39,2015,0,Health
7,1288,647,635,83,80,468,2015,0,Health
12,1342,618,638,72,65,415,2015,0,Health
7,1294,591,589,92,90,523,2015,0,Health
12,14932,531,522,29,40,216,2015,0,Health
7,1289,619,598,71,70,413,2015,0,Health
12,1343,525,521,25,35,190,2015,0,Health
7,1269,742,696,66,60,498,2015,0,Health
12,13515,732,721,47,45,405,2015,0,Health
7,1291,574,574,83,80,419,2015,0,Health
12,14928,514,514,17,30,144,2015,0,Health
7,1290,642,638,64,60,445,2015,0,Health
12,23483,589,613,41,40,163,2015,0,Health
7,1293,648,634,124,120,764,2015,0,Health
12,1344,628,644,51,60,369,2015,0,Health
7,1292,596,592,91,90,449,2015,0,Health
12,19432,535,592,30,35,145,2015,0,Health
10,1953,,,,100,212,2015,0,Health
10,23117,,,,100,82,2015,0,Health
11,2381,686,726,65,60,371,2015,0,Health
11,11161,626,683,46,45,317,2015,0,Health
11,2382,622,670,59,50,310,2015,0,Health
10,14998,450,513,56,,584,2015,0,Health
7,15043,458,561,23,,572,2015,0,Health
7,15053,,,,,456,2015,0,Health
7,15082,460,510,50,,626,2015,0,Health
7,15070,456,502,74,,769,2015,0,Health
6,15013,475,528,36,,473,2015,0,Health
10,20921,403,455,10,,249,2015,0,Health
7,22185,462,498,7,,63,2015,0,Health
7,20918,437,539,1,,45,2015,0,Health
7,20919,,,,,81,2015,0,Health
7,20920,426,497,18,,127,2015,0,Health
6,20922,454,536,7,,146,2015,0,Health
10,9615,413,502,24,,393,2015,0,Health
7,15047,439,514,14,,234,2015,0,Health
7,15054,434,483,6,,133,2015,0,Health
7,9614,440,486,6,,336,2015,0,Health
7,9613,452,495,22,,365,2015,0,Health
6,11772,432,504,16,,292,2015,0,Health
10,14030,394,446,4,,106,2015,0,Health
7,20923,400,462,7,,92,2015,0,Health
7,15057,,,,,65,2015,0,Health
7,11849,378,446,6,,130,2015,0,Health
7,15075,427,498,25,,210,2015,0,Health
6,15016,446,566,5,,117,2015,0,Health
10,16662,,,,,12,2015,0,Health
7,16672,376,404,8,,57,2015,0,Health
7,16669,,,,,39,2015,0,Health
7,16650,,,,,13,2015,0,Health
7,16664,400,492,9,,104,2015,0,Health
6,16661,386,430,6,,79,2015,0,Health
10,20936,417,496,15,,111,2015,0,Health
7,20935,,,,,73,2015,0,Health
7,20942,424,507,17,,163,2015,0,Health
6,20939,396,484,9,,74,2015,0,Health
10,16178,614,639,89,88,535,2015,0,Health
7,1046,663,670,162,156,1135,2015,0,Health
6,1075,647,664,111,107,742,2015,0,Health
10,28917,538,552,38,35,69,2015,0,Health
7,1068,545,537,91,127,591,2015,0,Health
6,28914,548,553,57,59,112,2015,0,Health
10,16172,520,526,47,44,224,2015,0,Health
7,1045,579,580,165,165,858,2015,0,Health
6,1076,553,549,77,98,478,2015,0,Health
7,1063,750,738,80,88,586,2015,0,Health
6,1138,756,757,44,39,325,2015,0,Health
10,18328,513,522,42,39,136,2015,0,Health
7,1114,545,549,170,176,859,2015,0,Health
6,1139,535,530,90,78,353,2015,0,Health
10,26444,577,617,80,59,207,2015,0,Health
10,16177,616,631,31,44,250,2015,0,Health
