region,idc,puntaje,nem,ingreso2,vacantes,ingreso,year,stem,area
13,8286,,,,60,119,2016,0,Education
13,19468,,,,,30,2016,0,Education
6,8418,,,,50,153,2016,0,Education
7,32080,,,,30,57,2016,0,Education
3,23127,,,,45,100,2016,0,Education
1,22806,,,,45,109,2016,0,Education
11,16916,,,,70,221,2016,0,Education
10,22807,,,,70,203,2016,0,Education
9,22808,,,,40,118,2016,0,Education
7,22467,,,,35,83,2016,0,Education
2,22809,,,,30,68,2016,0,Education
2,16921,,,,25,76,2016,0,Education
5,22810,,,,40,103,2016,0,Education
10,25340,,,,40,104,2016,0,Education
14,29589,,,,25,39,2016,0,Education
14,25338,,,,60,150,2016,0,Education
16,16912,,,,40,122,2016,0,Education
8,19539,,,,50,138,2016,0,Education
7,26689,,,,40,107,2016,0,Education
9,26687,,,,50,121,2016,0,Education
12,25337,,,,45,115,2016,0,Education
13,26688,,,,60,133,2016,0,Education
13,25339,,,,,53,2016,0,Education
6,16920,,,,40,111,2016,0,Education
6,22805,,,,,9,2016,0,Education
14,12139,,,,30,16,2016,0,Education
14,33670,,,,30,64,2016,0,Education
14,33663,,,,30,40,2016,0,Education
6,18437,,,,70,107,2016,0,Education
6,26037,,,,70,42,2016,0,Education
6,30873,,,,70,195,2016,0,Education
6,30869,,,,70,71,2016,0,Education
7,21948,,,,45,59,2016,0,Education
7,21950,,,,40,74,2016,0,Education
7,33600,,,,40,59,2016,0,Education
5,33634,,,,,33,2016,0,Education
5,33638,,,,,21,2016,0,Education
10,33622,,,,,42,2016,0,Education
6,30912,,,,25,51,2016,0,Education
6,30911,,,,25,49,2016,0,Education
6,32046,,,,25,58,2016,0,Education
6,32047,,,,20,29,2016,0,Education
7,26136,,,,40,121,2016,0,Education
7,30524,,,,30,76,2016,0,Education
7,4946,,,,110,133,2016,0,Education
7,9047,,,,130,109,2016,0,Education
7,21010,,,,80,89,2016,0,Education
10,30878,,,,40,228,2016,0,Education
10,29637,,,,40,228,2016,0,Education
9,16723,,,,40,101,2016,0,Education
9,17428,,,,40,98,2016,0,Education
9,16744,,,,45,147,2016,0,Education
9,16745,,,,45,129,2016,0,Education
9,16700,,,,45,71,2016,0,Education
9,16699,,,,45,75,2016,0,Education
6,16273,,,,,30,2016,0,Education
6,16271,,,,,26,2016,0,Education
6,9068,,,,,19,2016,0,Education
6,9062,,,,,25,2016,0,Education
6,31772,,,,,38,2016,0,Education
6,31773,,,,,26,2016,0,Education
6,31786,,,,,28,2016,0,Education
6,31754,,,,,16,2016,0,Education
6,31756,,,,,23,2016,0,Education
7,31812,,,,60,72,2016,0,Education
7,31825,,,,60,51,2016,0,Education
10,31816,,,,30,96,2016,0,Education
6,31292,,,,,22,2016,0,Education
7,31359,,,,,13,2016,0,Education
7,31361,,,,,15,2016,0,Education
15,33464,,,,15,67,2016,0,Education
15,31749,,,,15,50,2016,0,Education
10,34067,,,,15,27,2016,0,Education
6,31570,,,,,11,2016,0,Education
6,30882,,,,,3,2016,0,Education
15,23681,,,,,36,2016,0,Education
15,23830,,,,,4,2016,0,Education
10,23684,,,,,18,2016,0,Education
10,28594,,,,,1,2016,0,Education
8,23691,,,,,70,2016,0,Education
8,23687,,,,,1,2016,0,Education
8,23841,,,,,10,2016,0,Education
9,23682,,,,,12,2016,0,Education
12,23683,,,,,29,2016,0,Education
6,23834,,,,,7,2016,0,Education
15,34060,,,,15,99,2016,0,Education
15,34051,,,,15,55,2016,0,Education
10,34040,,,,15,62,2016,0,Education
8,34052,,,,15,87,2016,0,Education
6,34063,,,,15,13,2016,0,Education
8,34056,,,,15,35,2016,0,Education
8,34070,,,,15,35,2016,0,Education
9,34062,,,,15,98,2016,0,Education
12,34045,,,,15,156,2016,0,Education
13,34065,,,,15,54,2016,0,Education
5,14450,,,,50,50,2016,0,Education
5,10564,,,,20,46,2016,0,Education
1,22592,,,,40,109,2016,0,Education
2,24542,,,,,34,2016,0,Education
1,31732,,,,50,90,2016,0,Education
1,17636,,,,,211,2016,0,Education
12,33677,,,,30,19,2016,0,Education
9,33591,,,,35,72,2016,0,Education
9,33588,,,,35,30,2016,0,Education
9,28259,,,,35,26,2016,0,Education
14,17757,,,,40,8,2016,0,Education
4,29766,,,,40,114,2016,0,Education
13,22562,,,,30,20,2016,0,Education
7,7461,,,,,46,2015,0,Education
7,31491,624,640,10,25,12,2015,0,Education
7,7765,679,664,68,63,249,2015,0,Education
7,7409,706,697,17,15,122,2015,0,Education
7,7466,,,,,195,2015,0,Education
7,1185,640,658,52,65,308,2015,0,Education
12,26578,555,543,6,35,64,2015,0,Education
7,26577,699,704,10,10,18,2015,0,Education
7,26576,702,695,40,40,96,2015,0,Education
7,31646,,,,20,25,2015,0,Education
10,1368,605,635,43,40,232,2015,0,Education
10,1416,565,596,43,40,259,2015,0,Education
10,1369,548,549,46,40,191,2015,0,Education
10,1415,537,538,12,20,58,2015,0,Education
10,1367,553,540,82,80,370,2015,0,Education
10,1414,546,538,24,35,192,2015,0,Education
10,1384,580,578,19,20,117,2015,0,Education
10,1397,640,658,40,40,255,2015,0,Education
10,23667,576,595,78,70,407,2015,0,Education
10,1398,595,535,27,20,107,2015,0,Education
10,1399,653,630,45,45,314,2015,0,Education
10,1516,620,631,59,55,317,2015,0,Education
10,1422,663,672,43,40,234,2015,0,Education
10,1522,598,619,18,20,111,2015,0,Education
10,1395,639,661,32,25,170,2015,0,Education
6,1584,604,610,23,35,143,2015,0,Education
6,1583,593,601,49,55,310,2015,0,Education
6,1590,622,605,62,50,293,2015,0,Education
6,1586,590,576,79,60,369,2015,0,Education
6,1580,598,578,12,20,79,2015,0,Education
6,1589,622,620,70,65,331,2015,0,Education
6,1576,617,612,80,65,283,2015,0,Education
6,1587,666,636,37,30,177,2015,0,Education
7,29761,618,622,22,20,37,2015,0,Education
7,13413,635,642,45,40,181,2015,0,Education
7,1828,663,640,47,40,212,2015,0,Education
7,1887,610,622,22,20,100,2015,0,Education
7,24398,637,633,38,20,108,2015,0,Education
7,1864,,,,40,1,2015,0,Education
7,33605,,,,,54,2015,0,Education
7,1831,628,613,21,20,79,2015,0,Education
7,1863,658,643,43,35,192,2015,0,Education
7,24397,686,658,43,35,194,2015,0,Education
7,1830,680,670,69,50,290,2015,0,Education
7,1872,,,,,62,2015,0,Education
7,1825,665,662,40,30,186,2015,0,Education
7,1889,,,,,1,2015,0,Education
14,19685,516,580,53,40,214,2015,0,Education
13,2013,614,586,39,35,162,2015,0,Education
13,27571,,,,18,59,2015,0,Education
13,13978,595,591,40,40,196,2015,0,Education
13,2023,636,639,37,35,166,2015,0,Education
14,23151,589,569,20,35,100,2015,0,Education
3,21263,580,590,11,20,60,2015,0,Education
5,2167,546,517,3,5,19,2015,0,Education
3,17223,563,549,37,45,176,2015,0,Education
3,24690,592,566,5,15,17,2015,0,Education
3,2159,,,,,10,2015,0,Education
5,6394,556,564,43,45,220,2015,0,Education
5,6396,569,575,24,40,88,2015,0,Education
5,6395,576,579,21,45,107,2015,0,Education
5,6421,573,570,6,30,32,2015,0,Education
5,6399,580,544,45,50,188,2015,0,Education
5,6400,591,562,47,50,158,2015,0,Education
5,6401,600,603,43,40,171,2015,0,Education
5,6392,601,613,13,25,83,2015,0,Education
5,6402,586,570,13,25,76,2015,0,Education
5,6403,564,549,24,35,139,2015,0,Education
4,2782,571,571,21,30,71,2015,0,Education
4,2781,571,571,7,30,113,2015,0,Education
4,2783,533,515,11,30,77,2015,0,Education
4,2784,550,534,7,30,60,2015,0,Education
6,2250,552,564,37,30,140,2015,0,Education
6,2210,569,540,28,30,99,2015,0,Education
3,26436,510,542,27,30,47,2015,0,Education
3,33419,,,,,423,2015,0,Education
3,33418,,,,,134,2015,0,Education
3,2270,,,,,85,2015,0,Education
3,29220,541,542,17,20,40,2015,0,Education
3,2301,,,,,20,2015,0,Education
3,11578,558,546,11,25,85,2015,0,Education
3,11553,554,559,10,40,153,2015,0,Education
3,11564,621,606,3,10,23,2015,0,Education
3,33414,,,,,6,2015,0,Education
12,2524,577,564,24,40,131,2015,0,Education
12,24984,567,550,41,40,152,2015,0,Education
12,2569,600,601,37,40,169,2015,0,Education
16,9124,574,600,4,15,31,2015,0,Education
15,31040,,,,15,57,2015,0,Education
16,33421,,,,,68,2015,0,Education
16,9125,579,622,4,15,41,2015,0,Education
16,33420,,,,,16,2015,0,Education
16,9128,555,545,3,15,23,2015,0,Education
16,9126,540,540,8,15,43,2015,0,Education
16,9129,580,574,4,15,37,2015,0,Education
16,9127,551,556,11,20,82,2015,0,Education
16,9123,599,589,5,15,28,2015,0,Education
16,31761,,,,12,20,2015,0,Education
16,31038,,,,15,41,2015,0,Education
16,31764,,,,12,69,2015,0,Education
16,31759,,,,15,13,2015,0,Education
15,31045,,,,20,92,2015,0,Education
9,31779,556,544,23,30,23,2015,0,Education
9,29224,554,470,10,30,16,2015,0,Education
7,29801,,,,,12,2015,0,Education
7,29802,,,,,12,2015,0,Education
7,27136,558,533,32,33,86,2015,0,Education
7,2123,554,522,31,30,124,2015,0,Education
7,2122,558,533,50,68,238,2015,0,Education
7,14748,,,,10,15,2015,0,Education
7,14747,,,,10,21,2015,0,Education
7,29823,584,538,38,40,75,2015,0,Education
5,11668,496,509,23,40,177,2015,0,Education
7,2359,505,493,60,70,374,2015,0,Education
5,28751,,,,30,68,2015,0,Education
7,28752,,,,35,276,2015,0,Education
5,33422,,,,7,2,2015,0,Education
7,2328,510,485,22,35,157,2015,0,Education
7,2329,511,501,24,40,162,2015,0,Education
7,11982,,,,15,37,2015,0,Education
7,31225,,,,,101,2015,0,Education
5,11666,505,495,14,30,116,2015,0,Education
7,2361,512,492,78,110,491,2015,0,Education
7,2355,526,493,29,50,176,2015,0,Education
7,11655,512,480,6,20,81,2015,0,Education
7,18200,572,494,13,25,90,2015,0,Education
7,24051,,,,,10,2015,0,Education
1,31807,597,614,5,20,153,2015,0,Education
2,31801,565,547,4,20,50,2015,0,Education
1,2807,569,556,10,20,91,2015,0,Education
1,2827,585,590,9,20,24,2015,0,Education
1,2835,600,619,7,10,41,2015,0,Education
1,2810,583,584,10,20,56,2015,0,Education
1,2809,586,592,18,20,87,2015,0,Education
1,2805,590,599,2,10,17,2015,0,Education
2,29851,,,,,9,2015,0,Education
2,2887,570,570,5,10,52,2015,0,Education
1,31315,,,,,49,2015,0,Education
2,26208,,,,,50,2015,0,Education
2,2900,542,542,13,15,64,2015,0,Education
2,20735,,,,,28,2015,0,Education
2,2950,592,592,2,10,39,2015,0,Education
2,25262,543,543,15,15,83,2015,0,Education
2,10156,,,,,59,2015,0,Education
2,2885,,,,,4,2015,0,Education
2,2945,607,607,6,10,33,2015,0,Education
2,17727,,,,25,45,2015,0,Education
7,2992,561,537,34,25,103,2015,0,Education
7,2989,613,602,34,30,170,2015,0,Education
7,2990,605,598,33,30,175,2015,0,Education
7,11678,592,593,34,30,144,2015,0,Education
8,10072,,,,,21,2015,0,Education
8,10073,,,,,4,2015,0,Education
7,2981,,,,,1,2015,0,Education
7,11677,603,579,45,60,210,2015,0,Education
7,2997,628,546,102,90,394,2015,0,Education
7,2994,605,519,61,60,179,2015,0,Education
7,2998,560,523,16,25,47,2015,0,Education
7,2999,636,620,69,60,359,2015,0,Education
7,2982,634,616,57,50,251,2015,0,Education
6,3131,553,555,28,20,119,2015,0,Education
6,3100,572,568,48,35,245,2015,0,Education
6,3132,576,563,5,20,31,2015,0,Education
6,3098,546,531,24,20,128,2015,0,Education
6,3139,,,,,41,2015,0,Education
6,3121,506,483,36,30,126,2015,0,Education
6,3133,533,541,2,20,46,2015,0,Education
6,3099,548,546,43,35,210,2015,0,Education
6,3137,543,515,19,15,86,2015,0,Education
6,3107,586,573,28,20,149,2015,0,Education
6,3134,562,561,17,15,79,2015,0,Education
6,3101,592,561,44,35,221,2015,0,Education
6,3141,,,17,,17,2015,0,Education
6,3110,529,524,31,30,194,2015,0,Education
6,3109,547,517,39,30,222,2015,0,Education
6,3144,,,,,196,2015,0,Education
6,3130,,,,,20,2015,0,Education
6,3113,542,479,17,,81,2015,0,Education
6,3115,566,545,10,,45,2015,0,Education
6,3170,545,523,6,15,69,2015,0,Education
6,3111,592,551,47,40,222,2015,0,Education
6,3140,540,463,14,15,59,2015,0,Education
6,3171,571,571,19,20,113,2015,0,Education
6,3104,581,574,43,35,254,2015,0,Education
6,3138,553,525,23,15,105,2015,0,Education
6,3135,551,556,3,15,60,2015,0,Education
6,3117,593,579,30,27,154,2015,0,Education
6,3108,576,561,44,35,238,2015,0,Education
6,3143,,,,,72,2015,0,Education
6,33423,,,,15,50,2015,0,Education
7,2868,526,497,16,18,68,2015,0,Education
7,2867,537,519,12,18,55,2015,0,Education
7,14782,,,,21,58,2015,0,Education
7,2881,,,,60,73,2015,0,Education
1,31397,,,,50,48,2015,0,Education
3,31433,,,,50,202,2015,0,Education
11,31477,,,,50,407,2015,0,Education
10,31451,,,,50,60,2015,0,Education
8,31398,,,,50,17,2015,0,Education
11,31450,,,,50,99,2015,0,Education
8,29184,,,,50,196,2015,0,Education
3,24189,,,,50,105,2015,0,Education
3,24300,,,,50,76,2015,0,Education
8,24370,,,,50,28,2015,0,Education
3,31444,,,,50,10,2015,0,Education
10,31440,,,,50,196,2015,0,Education
4,31471,,,,50,105,2015,0,Education
3,5575,,,,50,20,2015,0,Education
3,31407,,,,50,33,2015,0,Education
3,31411,,,,50,3,2015,0,Education
4,31382,,,,50,8,2015,0,Education
3,31434,,,,50,20,2015,0,Education
3,24179,,,,50,31,2015,0,Education
3,24299,,,,50,69,2015,0,Education
10,31447,,,,50,25,2015,0,Education
7,1303,547,521,42,45,182,2015,0,Education
12,1281,,,,,37,2015,0,Education
7,1302,541,521,20,45,129,2015,0,Education
12,1280,,,,,16,2015,0,Education
7,1307,577,517,47,,183,2015,0,Education
7,1346,574,520,78,90,315,2015,0,Education
7,24211,536,537,35,45,122,2015,0,Education
7,1306,,,,,13,2015,0,Education
7,1681,509,352,33,30,117,2015,0,Education
7,17393,,,,50,136,2015,0,Education
7,15463,526,455,30,30,111,2015,0,Education
7,1666,538,455,25,45,147,2015,0,Education
7,15467,520,476,19,30,77,2015,0,Education
7,1677,,,,,18,2015,0,Education
11,31998,,,,100,180,2015,0,Education
10,28905,,,,100,429,2015,0,Education
2,28911,,,,100,105,2015,0,Education
5,29893,,,,100,128,2015,0,Education
10,28908,,,,100,255,2015,0,Education
7,30069,,,,100,23,2015,0,Education
9,30066,,,,100,13,2015,0,Education
11,31974,,,,100,22,2015,0,Education
2,29918,,,,100,14,2015,0,Education
10,31918,,,,100,39,2015,0,Education
5,31944,,,,100,17,2015,0,Education
9,31994,,,,100,12,2015,0,Education
11,31985,,,,100,12,2015,0,Education
2,28893,,,,100,84,2015,0,Education
5,11497,,,,100,79,2015,0,Education
7,11437,,,,100,37,2015,0,Education
11,2389,552,565,46,40,139,2015,0,Education
11,2390,580,593,46,45,192,2015,0,Education
11,2386,588,580,40,45,187,2015,0,Education
11,11170,558,566,67,50,297,2015,0,Education
11,2388,574,547,46,45,191,2015,0,Education
11,2387,606,619,58,50,273,2015,0,Education
11,2397,603,612,35,45,162,2015,0,Education
10,20931,402,517,47,,287,2015,0,Education
10,27538,403,512,10,,183,2015,0,Education
7,24825,,,,,36,2015,0,Education
7,15085,,,,,18,2015,0,Education
7,27488,,,,,41,2015,0,Education
7,15072,407,504,29,,163,2015,0,Education
7,27509,395,554,7,,134,2015,0,Education
6,20938,430,487,15,,146,2015,0,Education
10,4472,406,515,12,,97,2015,0,Education
10,22244,384,505,3,,88,2015,0,Education
7,4348,410,475,9,,52,2015,0,Education
7,4436,416,553,5,,95,2015,0,Education
7,4372,368,499,3,,48,2015,0,Education
7,4437,372,452,3,,72,2015,0,Education
7,4433,427,504,5,,42,2015,0,Education
7,4432,433,544,10,,107,2015,0,Education
7,4571,400,528,6,,134,2015,0,Education
6,4549,402,492,6,,116,2015,0,Education
10,4473,431,488,9,,80,2015,0,Education
10,9618,,,,,99,2015,0,Education
7,4349,421,479,2,,37,2015,0,Education
7,4575,393,443,1,,87,2015,0,Education
7,4373,397,496,3,,40,2015,0,Education
7,4438,,,,,66,2015,0,Education
7,4521,,,,,11,2015,0,Education
7,4434,394,484,4,,68,2015,0,Education
7,4439,447,577,4,,225,2015,0,Education
6,4550,,,,,61,2015,0,Education
6,4573,465,463,4,,118,2015,0,Education
7,9612,430,462,6,,58,2015,0,Education
7,9617,,,,,2,2015,0,Education
6,22247,,,,,16,2015,0,Education
10,4474,419,473,25,,244,2015,0,Education
10,15006,414,552,5,,83,2015,0,Education
7,4451,407,494,16,,186,2015,0,Education
7,13993,445,479,2,,135,2015,0,Education
7,4458,420,467,15,,187,2015,0,Education
7,15062,383,512,2,,70,2015,0,Education
7,4518,466,474,5,,170,2015,0,Education
7,14019,415,550,3,,38,2015,0,Education
7,4459,418,490,37,,223,2015,0,Education
7,22332,461,534,7,,132,2015,0,Education
6,4551,,,,,204,2015,0,Education
6,22333,409,499,3,,101,2015,0,Education
10,9608,423,497,9,,92,2015,0,Education
7,20932,,,,,18,2015,0,Education
7,4531,459,552,7,,42,2015,0,Education
7,9607,466,493,7,,85,2015,0,Education
7,4579,367,493,2,,126,2015,0,Education
6,9609,449,537,4,,67,2015,0,Education
6,15020,,,,,1,2015,0,Education
10,22179,,,,,7,2015,0,Education
7,4532,511,513,4,,53,2015,0,Education
6,22180,,,,,13,2015,0,Education
10,27535,,,,,6,2015,0,Education
7,4582,,,,,43,2015,0,Education
6,24848,,,,,8,2015,0,Education
7,1041,538,496,13,11,54,2015,0,Education
10,18215,,,,,2,2015,0,Education
10,18216,,,,11,51,2015,0,Education
7,1042,503,467,10,26,142,2015,0,Education
7,1060,,,,30,238,2015,0,Education
6,1052,521,495,14,24,110,2015,0,Education
10,18227,,,,,18,2015,0,Education
10,18213,,,,,20,2015,0,Education
7,1040,531,496,14,16,79,2015,0,Education
7,1059,,,,21,85,2015,0,Education
6,1051,566,561,14,13,98,2015,0,Education
10,18330,496,449,6,15,80,2015,0,Education
10,22824,,,,32,94,2015,0,Education
7,1039,545,526,109,155,757,2015,0,Education
7,1133,,,,59,298,2015,0,Education
6,1054,513,493,40,73,343,2015,0,Education
6,22822,,,,,23,2015,0,Education
10,18329,519,467,15,19,82,2015,0,Education
7,1117,541,500,41,68,243,2015,0,Education
6,1140,545,521,22,24,158,2015,0,Education
10,18347,,,,32,38,2015,0,Education
7,11896,,,,109,145,2015,0,Education
6,15730,,,,46,62,2015,0,Education
10,18346,491,466,11,21,73,2015,0,Education
7,1038,514,508,36,31,145,2015,0,Education
6,1050,512,505,27,57,167,2015,0,Education
7,23980,,,,25,11,2015,0,Education
7,23981,,,,25,34,2015,0,Education
7,2432,,,,25,5,2015,0,Education
7,23979,,,,25,4,2015,0,Education
7,8980,,,,25,28,2015,0,Education
7,30594,,,,40,13,2015,0,Education
7,2504,,,,,1,2015,0,Education
11,7278,,,25,30,96,2015,0,Education
11,7295,,,8,30,70,2015,0,Education
11,7279,,,3,15,33,2015,0,Education
11,14591,,,29,50,174,2015,0,Education
11,7276,,,6,15,29,2015,0,Education
11,7280,,,21,30,81,2015,0,Education
11,7281,,,3,15,15,2015,0,Education
11,7277,,,32,45,182,2015,0,Education
7,22037,544,522,38,30,141,2015,0,Education
7,10462,534,512,32,30,167,2015,0,Education
10,24951,,,,,30,2015,0,Education
7,17440,,,,,41,2015,0,Education
10,4748,504,519,94,120,490,2015,0,Education
7,20774,507,514,59,90,270,2015,0,Education
13,22581,513,496,41,50,219,2015,0,Education
10,4728,501,502,24,30,96,2015,0,Education
7,28328,492,464,19,25,67,2015,0,Education
10,4747,491,492,25,40,161,2015,0,Education
14,4743,,,,1,52,2015,0,Education
7,14821,520,537,20,30,128,2015,0,Education
13,4787,498,540,25,40,194,2015,0,Education
10,20764,,,,1,24,2015,0,Education
14,22573,,,,1,33,2015,0,Education
7,20765,524,541,19,25,105,2015,0,Education
13,22576,,,,,7,2015,0,Education
10,4733,504,478,60,90,477,2015,0,Education
14,10456,,,,,1,2015,0,Education
14,4741,503,490,32,50,214,2015,0,Education
7,10509,512,474,50,100,407,2015,0,Education
13,4788,501,513,39,35,221,2015,0,Education
10,20955,531,505,21,25,101,2015,0,Education
14,20761,,,,1,57,2015,0,Education
7,20777,533,500,25,35,126,2015,0,Education
13,20778,,,,,39,2015,0,Education
10,4732,516,510,55,60,262,2015,0,Education
14,4796,549,535,37,45,172,2015,0,Education
7,10511,533,525,26,40,200,2015,0,Education
13,4790,531,486,28,35,122,2015,0,Education
10,20759,,,,1,66,2015,0,Education
14,20760,,,,,3,2015,0,Education
14,22571,,,,1,31,2015,0,Education
7,22570,584,483,21,25,103,2015,0,Education
13,22572,,,,1,54,2015,0,Education
7,5606,,,,60,137,2015,0,Education
7,5613,433,519,3,60,163,2015,0,Education
7,5603,434,519,10,,110,2015,0,Education
7,5604,397,539,15,,69,2015,0,Education
7,5621,442,499,15,40,342,2015,0,Education
7,5632,,,,,48,2015,0,Education
7,5622,,,,20,66,2015,0,Education
7,11768,,,,,50,2015,0,Education
7,5681,493,,18,,91,2015,0,Education
9,5692,490,,59,,283,2015,0,Education
12,5653,475,,30,,115,2015,0,Education
7,5679,517,,20,,108,2015,0,Education
7,5680,,,,,17,2015,0,Education
9,5690,480,,28,,168,2015,0,Education
12,5664,483,,25,,92,2015,0,Education
9,5710,,,,,99,2015,0,Education
7,5700,506,,38,,287,2015,0,Education
9,5707,492,,81,,446,2015,0,Education
12,5667,495,,41,,305,2015,0,Education
7,17985,510,,23,,131,2015,0,Education
7,5702,512,,23,,158,2015,0,Education
7,5705,,,,,20,2015,0,Education
9,5691,520,,57,,361,2015,0,Education
12,5712,510,,28,,188,2015,0,Education
9,14661,,,,,58,2015,0,Education
6,6142,,,,,6,2015,0,Education
8,18198,,,,,9,2015,0,Education
14,18144,,,,,60,2015,0,Education
11,28765,,,,,10,2015,0,Education
9,17696,,,,,20,2015,0,Education
14,17671,,,,,1,2015,0,Education
13,17783,,,,,34,2015,0,Education
4,28802,,,,,13,2015,0,Education
7,1016,590,574,35,30,167,2015,0,Education
7,28872,597,572,6,10,11,2015,0,Education
7,24251,622,600,2,10,13,2015,0,Education
7,22116,628,530,12,15,54,2015,0,Education
7,17776,,,,50,42,2015,0,Education
7,10298,,,,,3,2015,0,Education
7,30230,,,,,2,2015,0,Education
7,30237,,,,,3,2015,0,Education
7,10297,,,,,7,2015,0,Education
7,6558,,,,,5,2015,0,Education
7,30239,,,,,2,2015,0,Education
7,10302,,,,25,137,2015,0,Education
7,30236,,,,,15,2015,0,Education
7,11078,543,537,9,30,79,2015,0,Education
7,10573,473,474,36,70,280,2015,0,Education
7,17682,,,,60,161,2015,0,Education
7,11074,503,494,14,30,80,2015,0,Education
7,11076,,,,30,57,2015,0,Education
7,10575,510,500,23,40,96,2015,0,Education
7,10577,,,,30,71,2015,0,Education
7,1542,486,536,22,20,144,2015,0,Education
7,1544,558,522,19,30,153,2015,0,Education
7,1546,516,491,76,70,582,2015,0,Education
7,22408,,,,15,30,2015,0,Education
7,1553,517,543,4,15,32,2015,0,Education
7,1545,518,490,21,40,203,2015,0,Education
7,1547,559,523,27,45,235,2015,0,Education
7,1566,540,502,7,30,131,2015,0,Education
7,1537,,,,15,63,2015,0,Education
7,33612,,,,150,155,2015,0,Education
6,2667,461,,41,70,190,2015,0,Education
6,10069,496,,13,20,66,2015,0,Education
6,10071,505,,16,20,79,2015,0,Education
6,10070,512,,21,50,129,2015,0,Education
6,14949,501,,46,90,244,2015,0,Education
6,24682,531,,10,30,54,2015,0,Education
